# aligned companion of POSNoise_PatternList_Hr_v1.0.txt; evidence: UD_Croatian-SET (9010 sentences)
# entry	upos	class	evidence_count
samo	ADV	ADV	333
sasvim	ADV	ADV	19
sav	ADJ	OTH	429
sebe	PRON	PRON	2900
shvatiti	VERB	LVERB	17
slagati	VERB	LVERB	24
složiti	VERB	LVERB	22
smatrati	VERB	LVERB	117
smjeti	VERB	LVERB	21
spomenuti	VERB	LVERB	26
spriječiti	VERB	LVERB	20
sredinom	ADP	ADP	9
stoga	ADV	ADV	32
sumnjati	VERB	LVERB	10
svaki	DET	DET	164
svatko	PRON	PRON	11
sve	DET	DET	355
sve dok	DET	MWE	355
svoj	DET	DET	673
tada	ADV	ADV	51
taj	DET	DET	1474
takav	DET	DET	153
tako	ADV	ADV	193
tako da	ADV	MWE	193
tako što	ADV	MWE	193
također	ADV	ADV	233
te	CCONJ	CCONJ	526
tek	PART	PART	81
ti	PRON	PRON	57
tijekom	ADP	ADP	145
tj.	PART	PART	9
tko	PRON	PRON	60
to	DET	DET	642
tokom	ADP	ADP	8
tolik	DET	DET	5
toliko	ADV	ADV	30
trebati	VERB	LVERB	346
tu	ADV	ADV	68
tvoj	DET	DET	6
tvrditi	VERB	LVERB	66
u	ADP	ADP	5914
u kojem	ADP	MWE	5914
u odnosu na	ADP	MWE	5914
u slučaju da	ADP	MWE	5914
u svezi s	ADP	MWE	5914
u vezi s	ADP	MWE	5914
uglavnom	ADV	ADV	35
ukazati	VERB	LVERB	37
uključivati	ADV	ADV	117
ukoliko	SCONJ	SCONJ	55
umjesto	ADP	ADP	38
umjesto da	ADP	MWE	38
unatoč	ADP	ADP	50
unatoč tome što	ADP	MWE	50
unutar	ADP	ADP	34
uopće	ADV	ADV	21
uoči	ADP	ADP	21
upozoravati	VERB	LVERB	21
upozoriti	VERB	LVERB	28
upravo	ADV	ADV	58
uslijed	ADP	ADP	8
uspjeti	VERB	LVERB	63
usprkos	ADP	ADP	5
usred	ADP	ADP	4
ustvrditi	VERB	LVERB	10
utvrditi	VERB	LVERB	26
uvijek	ADV	ADV	130
uvjeriti	VERB	LVERB	18
uz	ADP	ADP	180
valjati	VERB	LVERB	11
vaš	DET	DET	46
već	ADV	ADV	214
već i	ADV	MWE	214
vi	PRON	PRON	124
više	ADV	ADV	344
više nego	ADV	MWE	344
više od	ADV	MWE	344
vjerovati	VERB	LVERB	66
voljeti	VERB	LVERB	39
vrlo	ADV	ADV	119
za	ADP	ADP	2344
za razliku od	ADP	MWE	2344
zaboraviti	VERB	LVERB	12
zaključiti	VERB	LVERB	29
zar	PART	PART	3
zatim	ADV	ADV	35
zato	SCONJ	SCONJ	70
zato jer	SCONJ	MWE	70
zato što	SCONJ	MWE	70
zbog	ADP	ADP	240
zbog toga što	ADP	MWE	240
znati	VERB	LVERB	93
značiti	VERB	LVERB	71
zvati	VERB	LVERB	20
čak	PART	PART	82
čak i	PART	MWE	82
često	ADV	ADV	74
čiji	DET	DET	79
čim	SCONJ	SCONJ	6
činiti	VERB	LVERB	96
širok	ADJ	OTH	52
širom	ADP	ADP	7
što	PRON	PRON	867
žaliti	VERB	LVERB	12
željeti	VERB	LVERB	155
