# aligned companion of POSNoise_PatternList_Ro_v1.0.txt; evidence: UD_Romanian-RRT (9524 sentences)
# entry	upos	class	evidence_count
din pricina	ADP	MWE	2052
din punct de vedere	ADP	MWE	2052
din spatele	ADP	MWE	2052
din urmă	ADP	MWE	2052
dinaintea	ADP	ADP	5
dincolo	ADV	ADV	13
dincolo de	ADV	MWE	13
dinspre	ADP	ADP	7
dintre	ADP	ADP	224
dintru	ADP	ADP	73
doar	ADV	ADV	88
dori	VERB	LVERB	34
dovedi	VERB	LVERB	35
dumnealui	PRON	PRON	4
dumneata	PRON	PRON	15
dumneavoastră	PRON	PRON	107
după	ADP	ADP	460
după aceea	ADP	MWE	460
după ce	ADP	MWE	460
după cum	ADP	MWE	460
el	PRON	PRON	2614
estima	VERB	LVERB	16
etcetera	ADV	ADV	13
eu	PRON	PRON	633
executa	VERB	LVERB	20
extrem	ADV	ADV	13
față de	NOUN	MWE	204
față în față	NOUN	MWE	204
față în față cu	NOUN	MWE	204
fi	AUX	AUX	4511
fie	AUX	AUX	242
fiecare	DET	DET	188
fiindcă	SCONJ	SCONJ	21
foarte	ADV	ADV	136
fără	ADP	ADP	237
fără de	ADP	MWE	237
fără să	ADP	MWE	237
fără îndoială	ADP	MWE	237
garanta	VERB	LVERB	17
gata	ADV	ADV	12
grav	ADJ	OTH	41
greu	ADV	ADV	38
hotărî	VERB	LVERB	29
iar	ADV	ADV	202
ieri	ADV	ADV	17
imposibil	ADV	ADV	20
in	ADP	ADP	33
in vitro	ADP	MWE	33
in vivo	ADP	MWE	33
intenționa	VERB	LVERB	18
jos	ADV	ADV	81
la	ADP	ADP	3408
la fel	ADP	MWE	3408
la o parte	ADP	MWE	3408
la început	ADP	MWE	3408
lui	DET	DET	557
lângă	ADP	ADP	46
lăsa	VERB	LVERB	100
mai	ADV	ADV	1271
mai ales	ADV	MWE	1271
mai cu seamă	ADV	MWE	1271
mai degrabă	ADV	MWE	1271
mai întâi	ADV	MWE	1271
mai întâi de toate	ADV	MWE	1271
mereu	ADV	ADV	12
meu	DET	DET	189
mult	DET	DET	383
mulțumi	VERB	LVERB	12
măcar	ADV	ADV	10
mărturisi	VERB	LVERB	10
necesar	ADJ	OTH	159
nici	ADV	ADV	184
nici pe departe	ADV	MWE	184
nici una nici două	ADV	MWE	184
nici_un	DET	DET	30
niciodată	ADV	ADV	47
nimeni	PRON	PRON	25
nimic	PRON	PRON	46
niște	DET	DET	45
noaptea	NOUN	OTH	28
nu	PART	PART	1626
nu știu ce	PART	MWE	1626
numai	ADV	ADV	170
numi	VERB	LVERB	82
o	DET	DET	2175
o dată cu	DET	MWE	2175
oarecare	DET	DET	22
obliga	VERB	LVERB	26
odată	ADV	ADV	33
odată ce	ADV	MWE	33
odată cu	ADV	MWE	33
ori	NOUN	OTH	102
ori de câte ori	NOUN	MWE	102
oricare	DET	DET	50
orice	DET	DET	184
oricine	PRON	PRON	5
oricum	ADV	ADV	15
parcă	ADV	ADV	45
pe	ADP	ADP	1783
pe când	ADP	MWE	1783
pe de altă parte	ADP	MWE	1783
pe de o parte	ADP	MWE	1783
pe deplin	ADP	MWE	1783
pe ici pe colo	ADP	MWE	1783
pe la	ADP	MWE	1783
pe loc	ADP	MWE	1783
pe lângă	ADP	MWE	1783
pe măsură ce	ADP	MWE	1783
pe parcursul	ADP	MWE	1783
pe sub	ADP	MWE	1783
pe urmă	ADP	MWE	1783
pentru	ADP	ADP	1503
pentru ca	ADP	MWE	1503
pentru că	ADP	MWE	1503
per	ADP	ADP	7
permite	VERB	LVERB	67
peste	ADP	ADP	112
peste tot	ADP	MWE	112
plin	ADJ	OTH	41
plus	ADV	ADV	28
posibil	ADV	ADV	59
potrivit	ADP	ADP	38
prea	ADV	ADV	69
precum	ADV	ADV	99
precum și	ADV	MWE	99
pretinde	VERB	LVERB	10
pricepe	VERB	LVERB	10
prin	ADP	ADP	561
prin fața	ADP	MWE	561
prin intermediul	ADP	MWE	561
prin urmare	ADP	MWE	561
printre	ADP	ADP	48
printru	ADP	ADP	46
privind	ADP	ADP	177
probabil	ADV	ADV	49
propune	VERB	LVERB	32
pur	ADV	ADV	27
pur și simplu	ADV	MWE	27
putea	VERB	LVERB	1029
puțin	ADV	ADV	167
până	ADP	ADP	299
până -n	ADP	MWE	299
până la	ADP	MWE	299
până la urmă	ADP	MWE	299
până în	ADP	MWE	299
până și	ADP	MWE	299
părea	VERB	LVERB	102
rapid	ADV	ADV	39
refuza	VERB	LVERB	21
relata	VERB	LVERB	11
repede	ADV	ADV	38
reprezenta	VERB	LVERB	102
reuși	VERB	LVERB	50
ruga	VERB	LVERB	33
rămâne	VERB	LVERB	116
rău	ADV	ADV	54
sau	CCONJ	CCONJ	976
sigur	ADV	ADV	45
simplu	ADJ	OTH	37
simultan	ADV	ADV	13
sine	PRON	PRON	3936
slab	ADJ	OTH	23
socoti	VERB	LVERB	14
special	ADV	ADV	119
spre	ADP	ADP	152
spre deosebire de	ADP	MWE	152
spune	VERB	LVERB	159
strâns	ADJ	OTH	34
strădui	VERB	LVERB	11
sub	ADP	ADP	191
sus	ADV	ADV	45
să	PART	PART	2411
său	DET	DET	274
tare	ADV	ADV	32
tinde	VERB	LVERB	10
tocmai	ADV	ADV	22
tot	DET	DET	583
totodată	ADV	ADV	16
totuși	ADV	ADV	87
tu	PRON	PRON	402
târziu	ADV	ADV	49
tău	DET	DET	50
uita	VERB	LVERB	72
ulterior	ADV	ADV	29
un	DET	DET	4496
unde	ADV	ADV	150
undeva	ADV	ADV	14
uneori	ADV	ADV	33
unul	PRON	PRON	227
urma	VERB	LVERB	134
ușor	ADV	ADV	67
va să zică	AUX	MWE	329
voi	VERB	LVERB	39
vrea	AUX	AUX	595
vreun	DET	DET	68
vreunul	PRON	PRON	7
zi cu zi	NOUN	MWE	206
împotriva	ADP	ADP	94
împreună	ADV	ADV	37
împreună cu	ADV	MWE	37
în	ADP	ADP	6105
în același timp	ADP	MWE	6105
în afara	ADP	MWE	6105
în afară de	ADP	MWE	6105
în al doilea rând	ADP	MWE	6105
în al treilea rând	ADP	MWE	6105
în așa fel încât	ADP	MWE	6105
în cadrul	ADP	MWE	6105
în ce privește	ADP	MWE	6105
în ceea ce privește	ADP	MWE	6105
în cele din urmă	ADP	MWE	6105
în ciuda	ADP	MWE	6105
în comun	ADP	MWE	6105
în conformitate cu	ADP	MWE	6105
în consecință	ADP	MWE	6105
în continuare	ADP	MWE	6105
în cursul	ADP	MWE	6105
în curând	ADP	MWE	6105
în favoarea	ADP	MWE	6105
în fața	ADP	MWE	6105
în față	ADP	MWE	6105
în final	ADP	MWE	6105
în funcție de	ADP	MWE	6105
în general	ADP	MWE	6105
în genere	ADP	MWE	6105
în interiorul	ADP	MWE	6105
în jos	ADP	MWE	6105
în jur de	ADP	MWE	6105
în jurul	ADP	MWE	6105
în legătură cu	ADP	MWE	6105
în loc	ADP	MWE	6105
în loc de	ADP	MWE	6105
în mijlocul	ADP	MWE	6105
în numele	ADP	MWE	6105
în orice caz	ADP	MWE	6105
în plus	ADP	MWE	6105
în pofida	ADP	MWE	6105
în prealabil	ADP	MWE	6105
în prezent	ADP	MWE	6105
în primul rând	ADP	MWE	6105
în principal	ADP	MWE	6105
în privința	ADP	MWE	6105
în raport cu	ADP	MWE	6105
în realitate	ADP	MWE	6105
în schimb	ADP	MWE	6105
în sfârșit	ADP	MWE	6105
în spatele	ADP	MWE	6105
în special	ADP	MWE	6105
în sus	ADP	MWE	6105
în timp ce	ADP	MWE	6105
în timpul	ADP	MWE	6105
în tot cazul	ADP	MWE	6105
în total	ADP	MWE	6105
în urma	ADP	MWE	6105
în urmă	ADP	MWE	6105
în urmă cu	ADP	MWE	6105
în vederea	ADP	MWE	6105
în vigoare	ADP	MWE	6105
în vreme ce	ADP	MWE	6105
în întregime	ADP	MWE	6105
înainte	ADV	ADV	158
înainte ca	ADV	MWE	158
înainte de	ADV	MWE	158
înaintea	ADP	ADP	15
înapoi	ADV	ADV	39
începe	VERB	LVERB	164
încerca	VERB	LVERB	49
înceta	VERB	LVERB	21
încât	SCONJ	SCONJ	88
încă	ADV	ADV	104
îndată	ADV	ADV	17
îndeosebi	ADV	ADV	10
însemna	VERB	LVERB	47
înspre	ADP	ADP	6
însuși	DET	DET	56
însă	CCONJ	CCONJ	116
întotdeauna	ADV	ADV	35
într-adevăr	ADV	ADV	15
între	ADP	ADP	224
între timp	ADP	MWE	224
întreba	VERB	LVERB	31
întru	ADP	ADP	335
întrucât	SCONJ	SCONJ	11
întâi	NUM	NUM	28
învăța	VERB	LVERB	15
și	CCONJ	CCONJ	5338
și așa mai departe	CCONJ	MWE	5338
și totuși	CCONJ	MWE	5338
și_alții	PRON	PRON	5
ști	VERB	LVERB	142
