# aligned companion of POSNoise_PatternList_Hu_v1.0.txt; evidence: UD_Hungarian-Szeged+UD_Hungarian-POUD (1800 sentences) + target corpus (0 tokens tagged)
# entry	upos	class	evidence_count	source
itt	ADV	ADV	11	ud
jelenleg	ADV	ADV	13	ud
jelez	VERB	LVERB	11	ud
jól	ADV	ADV	26	ud
jóllehet	SCONJ	SCONJ	9	ud
jóval	ADV	ADV	10	ud
jövőre	ADV	ADV	16	ud
kell	VERB	LVERB	104	ud
keresztül	ADP	ADP	6	ud
kevesebb	NUM	NUM	10	ud
kevés	DET	DET	5	ud
kevésbé	ADV	ADV	8	ud
kezd	VERB	LVERB	12	ud
ki	ADV	ADV	88	ud
kizárólag	ADV	ADV	9	ud
korán	ADV	ADV	27	ud
korántsem	ADV	ADV	5	ud
képest	ADP	ADP	6	ud
kíván	VERB	LVERB	19	ud
kívül	ADP	ADP	6	ud
körül	ADP	ADP	4	ud
körülbelül	ADV	ADV	7	ud
következtében	ADP	ADP	5	ud
közel	ADV	ADV	12	ud
közt	PRON	PRON	5	ud
közé	ADP	ADP	4	ud
közöl	VERB	LVERB	15	ud
között	ADP	ADP	55	ud
közül	ADP	ADP	27	ud
le	ADV	ADV	16	ud
legalább	ADV	ADV	19	ud
legalábbis	ADV	ADV	7	ud
legfeljebb	ADV	ADV	7	ud
legtöbb	DET	DET	5	ud
lehet	VERB	LVERB	55	ud
lesz	AUX	AUX	114	ud
ma	ADV	ADV	39	ud
maga	PRON	PRON	57	ud
majd	ADV	ADV	49	ud
meg	PART	PART	114	ud
mellett	ADP	ADP	27	ud
mely	PRON	PRON	23	ud
mert	SCONJ	SCONJ	42	ud
merthogy	SCONJ	SCONJ	3	ud
mi	PRON	PRON	28	ud
miatt	ADP	ADP	49	ud
mikor	ADV	ADV	6	ud
milyen	PRON	PRON	8	ud
mind	CCONJ	CCONJ	13	ud
mindazonáltal	CCONJ	CCONJ	5	ud
minden	DET	DET	45	ud
mindenesetre	ADV	ADV	5	ud
mindenki	PRON	PRON	13	ud
mindez	PRON	PRON	8	ud
mindig	ADV	ADV	17	ud
mindkét	DET	DET	6	ud
mindössze	ADV	ADV	11	ud
mint	SCONJ	SCONJ	90	ud
mintegy	ADV	ADV	25	ud
mintha	SCONJ	SCONJ	3	ud
minél	ADV	ADV	6	ud
miután	SCONJ	SCONJ	20	ud
mivel	SCONJ	SCONJ	10	ud
miért	ADV	ADV	9	ud
most	ADV	ADV	36	ud
már	ADV	ADV	135	ud
máris	ADV	ADV	7	ud
márpedig	CCONJ	CCONJ	3	ud
más	PRON	PRON	29	ud
másik	DET	DET	19	ud
még	ADV	ADV	129	ud
mégis	ADV	ADV	13	ud
míg	ADV	ADV	18	ud
mögé	ADP	ADP	3	ud
mögött	ADP	ADP	6	ud
múlva	ADP	ADP	5	ud
nagyon	ADV	ADV	21	ud
ne	ADV	ADV	17	ud
neki	PRON	PRON	8	ud
nem	ADV	ADV	358	ud
nemcsak	CCONJ	CCONJ	16	ud
nemrég	ADV	ADV	8	ud
néhány	DET	DET	28	ud
nélkül	ADP	ADP	16	ud
olyan	ADJ	OTH	43	ud
ott	ADV	ADV	19	ud
pedig	CCONJ	CCONJ	78	ud
persze	ADV	ADV	15	ud
pár	DET	DET	3	ud
például	ADV	ADV	45	ud
rajta	PRON	PRON	3	ud
rá	PRON	PRON	12	ud
révén	ADP	ADP	7	ud
s	CCONJ	CCONJ	170	ud
saját	PRON	PRON	18	ud
sem	ADV	ADV	76	ud
semmi	PRON	PRON	15	ud
senki	PRON	PRON	5	ud
sikerül	VERB	LVERB	14	ud
sok	DET	DET	30	ud
sokkal	ADV	ADV	6	ud
szemben	ADP	ADP	26	ud
szeret	VERB	LVERB	27	ud
szerint	ADP	ADP	152	ud
szinte	ADV	ADV	7	ud
szintén	CCONJ	CCONJ	8	ud
számos	NUM	NUM	12	ud
számára	ADP	ADP	26	ud
sőt	CCONJ	CCONJ	16	ud
tavaly	ADV	ADV	31	ud
tegnap	ADV	ADV	22	ud
tehát	CCONJ	CCONJ	16	ud
tovább	ADV	ADV	12	ud
továbbá	ADV	ADV	6	ud
tud	VERB	LVERB	61	ud
több	DET	DET	94	ud
túl	ADV	ADV	10	ud
tőle	PRON	PRON	3	ud
ugyan	SCONJ	SCONJ	25	ud
ugyanakkor	ADV	ADV	17	ud
ugyanaz	PRON	PRON	3	ud
ugyancsak	CCONJ	CCONJ	9	ud
ugyanis	CCONJ	CCONJ	28	ud
után	ADP	ADP	68	ud
utóbb	ADV	ADV	5	ud
vagy	CCONJ	CCONJ	41	ud
vagyis	CCONJ	CCONJ	8	ud
valaki	PRON	PRON	6	ud
valamennyi	DET	DET	7	ud
valami	PRON	PRON	4	ud
valamint	CCONJ	CCONJ	24	ud
van	AUX	AUX	216	ud
vele	PRON	PRON	14	ud
viszont	CCONJ	CCONJ	21	ud
végre	ADV	ADV	8	ud
végül	ADV	ADV	7	ud
állítólag	ADV	ADV	5	ud
által	ADP	ADP	52	ud
általa	PRON	PRON	3	ud
ám	CCONJ	CCONJ	36	ud
át	ADV	ADV	30	ud
én	PRON	PRON	28	ud
éppen	ADV	ADV	24	ud
és	CCONJ	CCONJ	558	ud
így	ADV	ADV	61	ud
óta	ADP	ADP	31	ud
ön	PRON	PRON	5	ud
önmaga	PRON	PRON	3	ud
össze	ADV	ADV	7	ud
úgy	ADV	ADV	46	ud
ő	PRON	PRON	63	ud
ők	PRON	PRON	29	ud
