# aligned companion of POSNoise_PatternList_Sl_v1.0.txt; evidence: UD_Slovenian-SSJ (13435 sentences) + target corpus (0 tokens tagged)
# entry	upos	class	evidence_count	source
okoli	ADV	ADV	78	ud
okrog	ADP	ADP	37	ud
omeniti	VERB	LVERB	32	ud
omogočiti	VERB	LVERB	36	ud
on	PRON	PRON	2664	ud
oni	DET	DET	26	ud
onkraj	ADP	ADP	6	ud
opozarjati	VERB	LVERB	19	ud
opozoriti	VERB	LVERB	25	ud
ostajati	VERB	LVERB	17	ud
oziroma	CCONJ	CCONJ	142	ud
pa	CCONJ	CCONJ	2038	ud
pa vendar	CCONJ	MWE	2038	ud
paziti	VERB	LVERB	18	ud
pač	PART	PART	57	ud
pač pa	PART	MWE	57	ud
po	ADP	ADP	1230	ud
po navadi	ADP	MWE	1230	ud
pod	ADP	ADP	194	ud
pogosto	ADV	ADV	103	ud
pojasniti	VERB	LVERB	28	ud
pokazati	VERB	LVERB	90	ud
pol	DET	DET	55	ud
poleg	ADP	ADP	119	ud
poleti	ADV	ADV	15	ud
pomeniti	VERB	LVERB	113	ud
pomisliti	VERB	LVERB	28	ud
ponavadi	ADV	ADV	23	ud
ponoči	ADV	ADV	19	ud
popolnoma	ADV	ADV	36	ud
posebej	ADV	ADV	59	ud
poskusiti	VERB	LVERB	24	ud
poskušati	VERB	LVERB	42	ud
postajati	VERB	LVERB	19	ud
postati	VERB	LVERB	184	ud
potem	ADV	ADV	197	ud
potem ko	ADV	MWE	197	ud
poudariti	VERB	LVERB	26	ud
povedati	VERB	LVERB	168	ud
povsem	ADV	ADV	86	ud
povsod	ADV	ADV	17	ud
pozabiti	VERB	LVERB	29	ud
pozno	ADV	ADV	72	ud
počasi	ADV	ADV	33	ud
prav	PART	PART	234	ud
praviloma	ADV	ADV	14	ud
praviti	VERB	LVERB	112	ud
pravzaprav	PART	PART	50	ud
precej	ADV	ADV	70	ud
pred	ADP	ADP	374	ud
preden	SCONJ	SCONJ	40	ud
predlagati	VERB	LVERB	60	ud
predvsem	PART	PART	164	ud
prej	ADV	ADV	64	ud
prek	ADP	ADP	43	ud
preko	ADP	ADP	20	ud
premnog	DET	DET	4	ud
prepričati	VERB	LVERB	35	ud
preveč	DET	DET	42	ud
pri	ADP	ADP	829	ud
približno	ADV	ADV	92	ud
prizadevati	VERB	LVERB	15	ud
priznati	VERB	LVERB	30	ud
pričeti	VERB	LVERB	17	ud
prositi	VERB	LVERB	29	ud
proti	ADP	ADP	187	ud
prvič	ADV	ADV	68	ud
pustiti	VERB	LVERB	42	ud
rad	ADV	ADV	104	ud
raje	ADV	ADV	23	ud
ravno	PART	PART	47	ud
razen	ADJ	OTH	53	ud
razglasiti	VERB	LVERB	16	ud
razložiti	VERB	LVERB	21	ud
razmeroma	ADV	ADV	17	ud
res	ADV	ADV	93	ud
reči	VERB	LVERB	194	ud
s tem da	ADP	MWE	1399	ud
s tem ko	ADP	MWE	1399	ud
saj	CCONJ	CCONJ	323	ud
samo	PART	PART	266	ud
se	PRON	PRON	4053	ud
se pravi	PRON	MWE	4053	ud
sedaj	ADV	ADV	47	ud
sem	AUX	AUX	570	ud
seveda	PART	PART	160	ud
sicer	PART	PART	209	ud
siliti	VERB	LVERB	15	ud
skleniti	VERB	LVERB	27	ud
sklepati	VERB	LVERB	17	ud
skoraj	PART	PART	109	ud
skorajda	PART	PART	18	ud
skozi	ADP	ADP	69	ud
skupaj	ADV	ADV	133	ud
skušati	VERB	LVERB	48	ud
smeti	VERB	LVERB	93	ud
spet	ADV	ADV	81	ud
sploh	PART	PART	96	ud
spodaj	ADV	ADV	17	ud
spomladi	ADV	ADV	18	ud
spomniti	VERB	LVERB	29	ud
sporočiti	VERB	LVERB	19	ud
spraševati	VERB	LVERB	19	ud
spričo	ADP	ADP	8	ud
sprva	ADV	ADV	22	ud
sredi	ADP	ADP	31	ud
svoj	DET	DET	818	ud
sčasoma	ADV	ADV	14	ud
ta	DET	DET	2408	ud
tak	DET	DET	126	ud
tako	ADV	ADV	780	ud
tako da	ADV	MWE	780	ud
tako imenovana	ADV	MWE	780	ud
tako imenovane	ADV	MWE	780	ud
tako imenovanih	ADV	MWE	780	ud
tako kot	ADV	MWE	780	ud
tako rekoč	ADV	MWE	780	ud
takoj	ADV	ADV	61	ud
takrat	ADV	ADV	98	ud
takrat ko	ADV	MWE	98	ud
takšen	DET	DET	112	ud
tale	DET	DET	19	ud
tam	ADV	ADV	103	ud
tedaj	ADV	ADV	35	ud
temveč	CCONJ	CCONJ	66	ud
temveč tudi	CCONJ	MWE	66	ud
ter	CCONJ	CCONJ	290	ud
ti	PRON	PRON	344	ud
tik	ADV	ADV	21	ud
tisti	DET	DET	279	ud
tja	ADV	ADV	27	ud
to je	DET	MWE	859	ud
toda	CCONJ	CCONJ	134	ud
tokrat	ADV	ADV	35	ud
toliko	DET	DET	63	ud
tolikšen	DET	DET	7	ud
torej	ADV	ADV	118	ud
trditi	VERB	LVERB	33	ud
treba	ADV	ADV	143	ud
truditi	VERB	LVERB	14	ud
tu	ADV	ADV	68	ud
tudi	PART	PART	1523	ud
tukaj	ADV	ADV	37	ud
tvoj	DET	DET	23	ud
ugotavljati	VERB	LVERB	27	ud
ugotoviti	VERB	LVERB	71	ud
upati	VERB	LVERB	38	ud
uspeti	VERB	LVERB	68	ud
utegniti	VERB	LVERB	14	ud
v	ADP	ADP	6114	ud
vajin	DET	DET	9	ud
vame	PRON	PRON	30	ud
vaš	DET	DET	97	ud
vedeti	VERB	LVERB	227	ud
vedno	ADV	ADV	203	ud
veliko	DET	DET	245	ud
veljati	VERB	LVERB	89	ud
vendar	CCONJ	CCONJ	280	ud
vendarle	CCONJ	CCONJ	42	ud
verjeti	VERB	LVERB	46	ud
verjetno	ADV	ADV	97	ud
ves	DET	DET	895	ud
več	DET	DET	448	ud
več kot	DET	MWE	448	ud
večinoma	ADV	ADV	33	ud
večkrat	ADV	ADV	40	ud
vnaprej	ADV	ADV	15	ud
vprašati	VERB	LVERB	41	ud
vsaj	PART	PART	100	ud
vsak	DET	DET	250	ud
vsakdo	PRON	PRON	13	ud
vsakršen	DET	DET	7	ud
vse	DET	DET	421	ud
vsekakor	PART	PART	39	ud
vselej	ADV	ADV	16	ud
vzdolž	ADP	ADP	8	ud
včasih	ADV	ADV	61	ud
včeraj	ADV	ADV	37	ud
všeč	ADV	ADV	23	ud
z	ADP	ADP	3200	ud
za	ADP	ADP	2741	ud
zakaj	ADV	ADV	81	ud
zame	PRON	PRON	70	ud
zapisati	VERB	LVERB	31	ud
zaradi	ADP	ADP	343	ud
zares	ADV	ADV	28	ud
zase	PRON	PRON	20	ud
zatem	ADV	ADV	17	ud
zato	CCONJ	CCONJ	338	ud
zato da	CCONJ	MWE	338	ud
zato ker	CCONJ	MWE	338	ud
zavedati	VERB	LVERB	24	ud
začeti	VERB	LVERB	229	ud
zdaj	ADV	ADV	181	ud
zdaj ko	ADV	MWE	181	ud
zdeti	VERB	LVERB	118	ud
zelo	ADV	ADV	274	ud
zgolj	PART	PART	39	ud
zgoraj	ADV	ADV	21	ud
zjutraj	ADV	ADV	22	ud
zlasti	PART	PART	61	ud
zmoči	VERB	LVERB	13	ud
znati	VERB	LVERB	55	ud
znotraj	ADP	ADP	29	ud
znova	ADV	ADV	45	ud
zoper	ADP	ADP	21	ud
zunaj	ADP	ADP	26	ud
zvečer	ADV	ADV	16	ud
če	SCONJ	SCONJ	583	ud
čeprav	SCONJ	SCONJ	137	ud
četudi	SCONJ	SCONJ	15	ud
čez	ADP	ADP	81	ud
češ	PART	PART	13	ud
češ da	PART	MWE	13	ud
čim	ADV	ADV	46	ud
še	PART	PART	990	ud
še posebej	PART	MWE	990	ud
še posebno	PART	MWE	990	ud
še preden	PART	MWE	990	ud
šele	PART	PART	94	ud
šele ko	PART	MWE	94	ud
šteti	VERB	LVERB	22	ud
žal	ADV	ADV	27	ud
že	PART	PART	609	ud
želeti	VERB	LVERB	150	ud
