# aligned companion of POSNoise_PatternList_Cs_v1.0.txt; evidence: UD_Czech-PDT (222835 sentences)
# entry	upos	class	evidence_count
tenkrát	ADV	ADV	755
tento	DET	DET	16500
tentokrát	ADV	ADV	182
tentýž	DET	DET	147
teprve	ADV	ADV	407
teď	ADV	ADV	2025
teďka	ADV	ADV	131
tj	CCONJ	CCONJ	238
to	DET	DET	31400
to je	DET	MWE	31400
to jest	DET	MWE	31400
to znamená	DET	MWE	31400
tolik	DET	DET	553
totiž	CCONJ	CCONJ	1060
trochu	ADV	ADV	517
trošku	ADV	ADV	363
tu	ADV	ADV	1518
tudíž	CCONJ	CCONJ	145
tvrdit	VERB	LVERB	1110
tváří v tvář	NOUN	MWE	87
tvůj	DET	DET	162
ty	DET	DET	1756
téměř	ADV	ADV	1163
též	PART	PART	236
týž	DET	DET	189
těžce	ADV	ADV	103
těžko	ADV	ADV	262
třeba	PART	PART	1997
třikrát	ADV	ADV	165
u	ADP	ADP	5754
u příležitosti	ADP	MWE	5754
ukazovat	VERB	LVERB	486
ukázat	VERB	LVERB	592
umožnit	VERB	LVERB	436
umožňovat	VERB	LVERB	331
umět	VERB	LVERB	657
upozornit	VERB	LVERB	187
uprostřed	ADP	ADP	194
určitě	PART	PART	466
uvnitř	ADP	ADP	142
uvádět	VERB	LVERB	870
uvést	VERB	LVERB	4306
uvědomit	VERB	LVERB	181
už	ADV	ADV	7708
v	ADP	ADP	79013
v blízkosti	ADP	MWE	79013
v době	ADP	MWE	79013
v důsledku	ADP	MWE	79013
v neprospěch	ADP	MWE	79013
v období	ADP	MWE	79013
v oblasti	ADP	MWE	79013
v oboru	ADP	MWE	79013
v otázce	ADP	MWE	79013
v podobě	ADP	MWE	79013
v poměru k	ADP	MWE	79013
v porovnání s	ADP	MWE	79013
v porovnání se	ADP	MWE	79013
v procesu	ADP	MWE	79013
v protikladu k	ADP	MWE	79013
v průběhu	ADP	MWE	79013
v případě	ADP	MWE	79013
v rozporu s	ADP	MWE	79013
v rozporu se	ADP	MWE	79013
v rámci	ADP	MWE	79013
v souhlasu s	ADP	MWE	79013
v souladu s	ADP	MWE	79013
v souladu se	ADP	MWE	79013
v souvislosti s	ADP	MWE	79013
v souvislosti se	ADP	MWE	79013
v zastoupení	ADP	MWE	79013
v zájmu	ADP	MWE	79013
v závislosti na	ADP	MWE	79013
v závěru	ADP	MWE	79013
v čele	ADP	MWE	79013
v čele s	ADP	MWE	79013
v čele se	ADP	MWE	79013
v řadě	ADP	MWE	79013
ve formě	ADP	MWE	14333
ve jménu	ADP	MWE	14333
ve prospěch	ADP	MWE	14333
ve shodě s	ADP	MWE	14333
ve smyslu	ADP	MWE	14333
ve směru	ADP	MWE	14333
ve spojení s	ADP	MWE	14333
ve spojení se	ADP	MWE	14333
ve spojitosti s	ADP	MWE	14333
ve spojitosti se	ADP	MWE	14333
ve spolupráci s	ADP	MWE	14333
ve spolupráci se	ADP	MWE	14333
ve srovnání s	ADP	MWE	14333
ve srovnání se	ADP	MWE	14333
ve světle	ADP	MWE	14333
ve vztahu k	ADP	MWE	14333
ve vztahu ke	ADP	MWE	14333
ve věci	ADP	MWE	14333
ve znamení	ADP	MWE	14333
vedle	ADP	ADP	618
velice	ADV	ADV	916
velmi	ADV	ADV	1760
ven	ADV	ADV	127
venku	ADV	ADV	118
versus	ADP	ADP	62
večer	ADV	ADV	589
veškerý	PRON	PRON	363
vlastně	ADV	ADV	747
vlevo	ADV	ADV	140
vloni	ADV	ADV	219
vpravo	ADV	ADV	115
vy	PRON	PRON	2858
vysoce	ADV	ADV	257
vysoko	ADV	ADV	380
vysvětlit	VERB	LVERB	200
vysvětlovat	VERB	LVERB	185
vzadu	ADV	ADV	141
vzhledem	ADP	ADP	560
vzhledem k	ADP	MWE	560
vzhledem ke	ADP	MWE	560
váš	DET	DET	1532
víc než	ADV	MWE	798
více	ADV	ADV	4064
více než	ADV	MWE	4064
výměnou za	NOUN	MWE	76
včas	ADV	ADV	123
včera	ADV	ADV	2291
včetně	ADP	ADP	876
vědět	VERB	LVERB	3078
většinou	ADV	ADV	743
věřit	VERB	LVERB	573
však	CCONJ	CCONJ	4689
všecek	PRON	PRON	134
všechen	DET	DET	6633
všeho všudy	DET	MWE	137
všelijaký	DET	DET	81
všude	ADV	ADV	277
vůbec	PART	PART	1077
vůči	ADP	ADP	457
vždy	ADV	ADV	647
vždycky	ADV	ADV	1455
vždyť	CCONJ	CCONJ	211
z	ADP	ADP	27191
z důvodu	ADP	MWE	27191
z důvodů	ADP	MWE	27191
z hlediska	ADP	MWE	27191
z oblasti	ADP	MWE	27191
z titulu	ADP	MWE	27191
z řad	ADP	MWE	27191
za	ADP	ADP	14847
za pomoci	ADP	MWE	14847
za účelem	ADP	MWE	14847
zase	ADV	ADV	1150
zatím	ADV	ADV	1127
zatímco	SCONJ	SCONJ	943
začátkem	ADP	ADP	202
začínat	VERB	LVERB	637
začít	VERB	LVERB	2428
zcela	ADV	ADV	732
zda	SCONJ	SCONJ	1141
zdaleka	ADV	ADV	105
zdarma	ADV	ADV	99
zde	ADV	ADV	794
zdůraznit	VERB	LVERB	231
ze strany	ADP	MWE	4787
zejména	PART	PART	828
zhruba	ADV	ADV	686
zjistit	VERB	LVERB	534
zkrátka	PART	PART	80
znamenat	VERB	LVERB	1170
znovu	ADV	ADV	697
zpočátku	ADV	ADV	106
zpravidla	ADV	ADV	112
zpět	ADV	ADV	302
zrovna	PART	PART	340
zvláště	PART	PART	261
zvlášť	ADV	ADV	182
zároveň	ADV	ADV	603
zároveň s	ADV	MWE	603
zároveň se	ADV	MWE	603
zítra	ADV	ADV	175
zřejmě	PART	PART	715
často	ADV	ADV	1438
či	CCONJ	CCONJ	1845
čili	CCONJ	CCONJ	372
říci	VERB	LVERB	6361
říkat	VERB	LVERB	4759
že	SCONJ	SCONJ	34381
žádný	DET	DET	2227
