# aligned companion of POSNoise_PatternList_No_v1.0.txt; evidence: UD_Norwegian-Bokmaal (20044 sentences)
# entry	upos	class	evidence_count
imot	ADV	ADV	38
ingen	DET	DET	301
ingenting	PRON	PRON	48
inn	ADP	ADP	389
inne	ADP	ADP	58
innebære	VERB	LVERB	37
innen	ADP	ADP	65
innenfor	ADP	ADP	43
innenfra	ADV	ADV	4
inni	ADP	ADP	9
innimellom	ADV	ADV	9
innom	ADP	ADP	5
innrømme	VERB	LVERB	24
innse	VERB	LVERB	28
inntil	ADP	ADP	23
intet	PRON	PRON	12
istedenfor	ADP	ADP	5
jeg	PRON	PRON	2801
jevnlig	ADV	ADV	10
jf.	VERB	LVERB	20
jo	ADV	ADV	259
kalle	VERB	LVERB	86
kanskje	ADV	ADV	176
klare	VERB	LVERB	156
kun	ADV	ADV	54
kunne	AUX	AUX	1545
la	VERB	LVERB	134
langs	ADP	ADP	22
late	VERB	LVERB	23
like	ADV	ADV	247
likevel	ADV	ADV	124
liksom	ADV	ADV	12
love	VERB	LVERB	37
lære	VERB	LVERB	72
m.m.	ADV	ADV	7
man	PRON	PRON	485
med	ADP	ADP	3156
medføre	VERB	LVERB	15
meget	ADV	ADV	36
melde	VERB	LVERB	63
mellom	ADP	ADP	302
men	CCONJ	CCONJ	1608
mene	VERB	LVERB	341
mens	SCONJ	SCONJ	226
merke	VERB	LVERB	45
mfl.	ADV	ADV	3
midt	ADV	ADV	53
min	PRON	PRON	345
mot	ADP	ADP	534
mv.	ADV	ADV	6
måtte	AUX	AUX	727
ned	ADV	ADV	186
nede	ADP	ADP	14
nedover	ADP	ADP	8
nekte	VERB	LVERB	29
nemlig	ADV	ADV	46
neppe	ADV	ADV	25
nest	ADV	ADV	13
neste	DET	DET	87
nesten	ADV	ADV	125
nettopp	ADV	ADV	51
noe	PRON	PRON	553
noen	DET	DET	645
noenlunde	ADV	ADV	4
noensinne	ADV	ADV	12
nok	ADV	ADV	258
nokså	ADV	ADV	9
nord	ADP	ADP	17
nylig	ADV	ADV	24
nå	ADV	ADV	644
når	SCONJ	SCONJ	534
og	CCONJ	CCONJ	7987
også	ADV	ADV	930
om	ADP	ADP	2074
omkring	ADP	ADP	20
omtale	VERB	LVERB	31
omtrent	ADV	ADV	27
opp	ADV	ADV	543
oppe	ADP	ADP	23
oppfatte	VERB	LVERB	24
oppleve	VERB	LVERB	89
opplyse	VERB	LVERB	26
oppover	ADP	ADP	5
opptil	ADP	ADP	10
osv.	ADV	ADV	7
over	ADP	ADP	494
overalt	ADV	ADV	8
overfor	ADP	ADP	66
overhodet	ADV	ADV	11
pluss	CCONJ	CCONJ	4
pr.	ADP	ADP	22
prøve	VERB	LVERB	93
på	ADP	ADP	4632
påpeke	VERB	LVERB	27
regne	VERB	LVERB	42
riktignok	ADV	ADV	23
risikere	VERB	LVERB	16
rope	VERB	LVERB	24
rundt	ADP	ADP	211
samme	DET	DET	181
sammen	ADV	ADV	200
samt	CCONJ	CCONJ	29
samtlige	DET	DET	13
se	VERB	LVERB	677
seg	PRON	PRON	1232
selv	ADV	ADV	501
selve	DET	DET	21
selveste	DET	DET	7
si	VERB	LVERB	1402
siden	ADV	ADV	261
sin	PRON	PRON	936
sist	ADJ	OTH	255
sjekke	VERB	LVERB	27
sjelden	ADV	ADV	38
sjøl	ADV	ADV	11
skjule	VERB	LVERB	26
skjønne	VERB	LVERB	46
skrive	VERB	LVERB	255
skulle	AUX	AUX	1195
slik	ADV	ADV	418
slikt	DET	DET	34
slutte	VERB	LVERB	51
sogar	ADV	ADV	4
som	SCONJ	SCONJ	4759
spørre	VERB	LVERB	115
stikk	ADV	ADV	10
svare	VERB	LVERB	85
synes	VERB	LVERB	146
så	ADV	ADV	1032
sånn	ADV	ADV	73
sånt	PRON	PRON	12
sør	ADP	ADP	28
t.v.	ADV	ADV	3
temmelig	ADV	ADV	4
til	ADP	ADP	4138
tilbake	ADP	ADP	165
tillate	VERB	LVERB	27
tilsammen	ADV	ADV	6
tilstede	ADP	ADP	8
tjene	VERB	LVERB	36
tro	VERB	LVERB	287
tross	ADP	ADP	57
tvert	ADV	ADV	17
tørre	VERB	LVERB	30
uansett	ADV	ADV	46
under	ADP	ADP	252
understreke	VERB	LVERB	44
unna	ADP	ADP	38
unntatt	ADP	ADP	5
ut	ADV	ADV	614
ute	ADP	ADP	56
utelukkende	ADV	ADV	5
uten	ADP	ADP	244
utenfor	ADP	ADP	78
utenfra	ADV	ADV	4
utenom	ADP	ADP	10
utfor	ADP	ADP	6
utover	ADP	ADP	35
uttale	VERB	LVERB	47
ved	ADP	ADP	534
vedta	VERB	LVERB	41
vekk	ADV	ADV	19
vel	ADV	ADV	91
velge	VERB	LVERB	123
verken	CCONJ	CCONJ	14
vest	ADP	ADP	16
vi	PRON	PRON	2216
via	ADP	ADP	23
ville	AUX	AUX	1384
virke	VERB	LVERB	85
vise	VERB	LVERB	279
visstnok	ADV	ADV	4
vite	VERB	LVERB	258
vurdere	VERB	LVERB	65
vår	PRON	PRON	328
være	AUX	AUX	8868
å	PART	PART	4325
ønske	VERB	LVERB	229
øst	ADP	ADP	13
