# aligned companion of POSNoise_PatternList_Pl_v1.0.txt; evidence: UD_Polish-PDB (22152 sentences) + target corpus (0 tokens tagged)
# entry	upos	class	evidence_count	source
niemniej jednak	PART	MWE	8	ud
niemu	PRON	PRON	6	ud
niestety	PART	PART	51	ud
niewiele	DET	DET	24	ud
niezależnie od	ADV	MWE	13	ud
nigdy	ADV	ADV	133	ud
nigdzie	ADV	ADV	9	ud
nikogo	PRON	PRON	21	ud
nikomu	PRON	PRON	17	ud
nikt	PRON	PRON	132	ud
nim	PRON	PRON	188	ud
nimi	PRON	PRON	79	ud
nią	PRON	PRON	81	ud
niż	SCONJ	SCONJ	311	ud
no	PART	PART	59	ud
o	ADP	ADP	1861	ud
o ile	ADP	MWE	1861	ud
o tyle	ADP	MWE	1861	ud
oba	DET	DET	79	ud
obaj	DET	DET	16	ud
obecnie	ADV	ADV	70	ud
obie	DET	DET	15	ud
oboje	DET	DET	5	ud
obok	ADP	ADP	321	ud
obu	DET	DET	26	ud
obydwa	NUM	NUM	3	ud
oczywiście	PART	PART	77	ud
od	ADP	ADP	1038	ud
od strony	ADP	MWE	1038	ud
ode	ADP	ADP	8	ud
odnośnie	ADP	ADP	6	ud
odnośnie do	ADP	MWE	6	ud
ok	PART	PART	49	ud
około	PART	PART	120	ud
on	PRON	PRON	4133	ud
ona	PRON	PRON	126	ud
one	PRON	PRON	86	ud
oni	PRON	PRON	75	ud
ono	PRON	PRON	22	ud
oprócz	ADP	ADP	36	ud
oraz	CCONJ	CCONJ	439	ud
oto	PART	PART	70	ud
otóż	PART	PART	13	ud
owego	DET	DET	7	ud
owszem	INTJ	INTJ	4	ud
paru	DET	DET	11	ud
parę	DET	DET	36	ud
pewien	DET	DET	124	ud
pewna	ADJ	DET	14	ud
pewne	DET	DET	27	ud
pewnego	DET	DET	17	ud
pewnej	DET	DET	15	ud
pewnie	PART	PART	31	ud
pewnych	DET	DET	14	ud
pewnym	DET	DET	16	ud
pewną	DET	DET	6	ud
po	ADP	ADP	1482	ud
po prostu	ADP	MWE	1482	ud
pod	ADP	ADP	416	ud
pod adresem	ADP	MWE	416	ud
pod koniec	ADP	MWE	416	ud
pod kątem	ADP	MWE	416	ud
pod wpływem	ADP	MWE	416	ud
pod względem	ADP	MWE	416	ud
podczas	ADP	ADP	156	ud
podczas gdy	ADP	MWE	156	ud
podobno	PART	PART	17	ud
pomimo	ADP	ADP	8	ud
pomiędzy	ADP	ADP	47	ud
ponad	PART	PART	96	ud
ponadto	PART	PART	49	ud
ponieważ	SCONJ	SCONJ	90	ud
poniżej	ADP	ADP	21	ud
ponownie	ADV	ADV	21	ud
ponoć	PART	PART	8	ud
poprzez	ADP	ADP	52	ud
potem	ADV	ADV	171	ud
powiedzieć	VERB	LVERB	398	ud
powinien	VERB	LVERB	325	ud
powyżej	ADP	ADP	24	ud
poza	ADP	ADP	98	ud
poza tym	ADP	MWE	98	ud
położyć	VERB	LVERB	39	ud
pośród	ADP	ADP	7	ud
praktycznie	PART	PART	18	ud
prawdopodobnie	PART	PART	51	ud
prawie	PART	PART	70	ud
przecież	PART	PART	116	ud
przeciw	ADP	ADP	28	ud
przeciwko	ADP	ADP	51	ud
przeciwnie	PART	PART	11	ud
przed	ADP	ADP	502	ud
przede	ADP	ADP	79	ud
przede wszystkim	ADP	MWE	79	ud
przez	ADP	ADP	1029	ud
przeze	ADP	ADP	7	ud
przy	ADP	ADP	432	ud
przy czym	ADP	MWE	432	ud
przy okazji	ADP	MWE	432	ud
przy pomocy	ADP	MWE	432	ud
przy tym	ADP	MWE	432	ud
przynajmniej	PART	PART	43	ud
pójść	VERB	LVERB	90	ud
póki	SCONJ	SCONJ	6	ud
później	ADV	ADV	73	ud
raczej	PART	PART	62	ud
razem z	NOUN	MWE	112	ud
razem ze	NOUN	MWE	112	ud
robić	VERB	LVERB	202	ud
rodem z	NOUN	MWE	3	ud
rzadko	ADV	ADV	13	ud
rzecz jasna	NOUN	MWE	182	ud
rzeczywiście	ADV	ADV	40	ud
również	PART	PART	217	ud
sam	ADJ	OTH	405	ud
sie	PRON	PRON	5	ud
siebie	PRON	PRON	739	ud
się	PRON	PRON	5876	ud
skoro	SCONJ	SCONJ	75	ud
sobie	PRON	PRON	374	ud
sobą	PRON	PRON	104	ud
spod	ADP	ADP	26	ud
sporo	DET	DET	14	ud
spośród	ADP	ADP	17	ud
sprzed	ADP	ADP	10	ud
stamtąd	ADV	ADV	13	ud
stać	VERB	LVERB	654	ud
stąd	ADV	ADV	28	ud
swe	DET	DET	25	ud
swego	DET	DET	31	ud
swej	DET	DET	30	ud
swoich	DET	DET	104	ud
swoim	DET	DET	80	ud
swoimi	DET	DET	13	ud
swoje	DET	DET	125	ud
swojego	DET	DET	52	ud
swojej	DET	DET	57	ud
swojemu	DET	DET	6	ud
swoją	DET	DET	92	ud
swych	DET	DET	35	ud
swym	DET	DET	12	ud
swój	DET	DET	758	ud
swą	DET	DET	26	ud
szczególnie	PART	PART	45	ud
ta	DET	DET	150	ud
ta sama	DET	MWE	150	ud
tacy	DET	DET	13	ud
tak	ADV	ADV	677	ud
tak naprawdę	ADV	MWE	677	ud
tak samo	ADV	MWE	677	ud
tak sobie	ADV	MWE	677	ud
tak więc	ADV	MWE	677	ud
taka	DET	DET	62	ud
taki	DET	DET	603	ud
taki sam	DET	MWE	603	ud
takich	DET	DET	109	ud
takich samych	DET	MWE	109	ud
takie	DET	DET	140	ud
takiego	DET	DET	66	ud
takiej	DET	DET	33	ud
takim	DET	DET	49	ud
takim samym	DET	MWE	49	ud
takimi	DET	DET	11	ud
taką	DET	DET	38	ud
także	PART	PART	266	ud
tam	ADV	ADV	216	ud
tamtej	DET	DET	8	ud
tamten	DET	DET	36	ud
te	DET	DET	253	ud
te same	DET	MWE	253	ud
tego	DET	DET	534	ud
tego samego	DET	MWE	534	ud
tej	DET	DET	341	ud
tej samej	DET	MWE	341	ud
temu	ADP	ADP	109	ud
ten	DET	DET	2341	ud
ten sam	DET	MWE	2341	ud
teoretycznie	PART	PART	10	ud
teraz	ADV	ADV	242	ud
też	PART	PART	330	ud
to	PRON	PRON	3035	ud
to samo	PRON	MWE	3035	ud
tobie	PRON	PRON	12	ud
tobą	PRON	PRON	21	ud
toteż	SCONJ	SCONJ	10	ud
trochę	ADV	ADV	82	ud
trzeba	VERB	LVERB	142	ud
tu	ADV	ADV	218	ud
tutaj	ADV	ADV	75	ud
tuż	PART	PART	34	ud
twoi	DET	DET	5	ud
twoich	DET	DET	6	ud
twoim	DET	DET	14	ud
twoja	DET	DET	13	ud
twoje	DET	DET	20	ud
twojego	DET	DET	9	ud
twojej	DET	DET	6	ud
twoją	DET	DET	9	ud
twój	DET	DET	122	ud
ty	PRON	PRON	378	ud
tych	DET	DET	247	ud
tych samych	DET	MWE	247	ud
tyle	ADV	ADV	144	ud
tyle samo	ADV	MWE	144	ud
tyle że	ADV	MWE	144	ud
tylko	PART	PART	495	ud
tylu	DET	DET	5	ud
tym	PRON	PRON	778	ud
tym samym	PRON	MWE	778	ud
tymczasem	CCONJ	CCONJ	50	ud
tymi	DET	DET	18	ud
tą	DET	DET	31	ud
tę	DET	DET	94	ud
tę samą	DET	MWE	94	ud
u	ADP	ADP	179	ud
umieć	VERB	LVERB	32	ud
w	ADP	ADP	10265	ud
w celu	ADP	MWE	10265	ud
w charakterze	ADP	MWE	10265	ud
w chwili	ADP	MWE	10265	ud
w ciągu	ADP	MWE	10265	ud
w czasie	ADP	MWE	10265	ud
w dodatku	ADP	MWE	10265	ud
w drodze	ADP	MWE	10265	ud
w dziedzinie	ADP	MWE	10265	ud
w efekcie	ADP	MWE	10265	ud
w formie	ADP	MWE	10265	ud
w granicach	ADP	MWE	10265	ud
w gruncie rzeczy	ADP	MWE	10265	ud
w głąb	ADP	MWE	10265	ud
w głębi	ADP	MWE	10265	ud
w imieniu	ADP	MWE	10265	ud
w imię	ADP	MWE	10265	ud
w istocie	ADP	MWE	10265	ud
w kierunku	ADP	MWE	10265	ud
w końcu	ADP	MWE	10265	ud
w kształcie	ADP	MWE	10265	ud
w kwestii	ADP	MWE	10265	ud
w miarę	ADP	MWE	10265	ud
w momencie	ADP	MWE	10265	ud
w następstwie	ADP	MWE	10265	ud
w obliczu	ADP	MWE	10265	ud
w obrębie	ADP	MWE	10265	ud
w obszarze	ADP	MWE	10265	ud
w odniesieniu do	ADP	MWE	10265	ud
w ogóle	ADP	MWE	10265	ud
w okolicach	ADP	MWE	10265	ud
w okolicy	ADP	MWE	10265	ud
w okresie	ADP	MWE	10265	ud
w oparciu o	ADP	MWE	10265	ud
w pobliżu	ADP	MWE	10265	ud
w porównaniu do	ADP	MWE	10265	ud
w porównaniu z	ADP	MWE	10265	ud
w postaci	ADP	MWE	10265	ud
w przeciwieństwie do	ADP	MWE	10265	ud
w przeciągu	ADP	MWE	10265	ud
w przedmiocie	ADP	MWE	10265	ud
w przypadku	ADP	MWE	10265	ud
w przypadku gdy	ADP	MWE	10265	ud
w ramach	ADP	MWE	10265	ud
w razie	ADP	MWE	10265	ud
w rezultacie	ADP	MWE	10265	ud
w rodzaju	ADP	MWE	10265	ud
w roli	ADP	MWE	10265	ud
w rozumieniu	ADP	MWE	10265	ud
w skali	ADP	MWE	10265	ud
w sprawie	ADP	MWE	10265	ud
w stosunku do	ADP	MWE	10265	ud
w stronę	ADP	MWE	10265	ud
w sumie	ADP	MWE	10265	ud
w szczególności	ADP	MWE	10265	ud
w toku	ADP	MWE	10265	ud
w towarzystwie	ADP	MWE	10265	ud
w trakcie	ADP	MWE	10265	ud
w wyniku	ADP	MWE	10265	ud
w wypadku	ADP	MWE	10265	ud
w wysokości	ADP	MWE	10265	ud
w zakresie	ADP	MWE	10265	ud
w zależności od	ADP	MWE	10265	ud
w zamian	ADP	MWE	10265	ud
w zamian za	ADP	MWE	10265	ud
w zasadzie	ADP	MWE	10265	ud
w zgodzie z	ADP	MWE	10265	ud
w związku z	ADP	MWE	10265	ud
w związku ze	ADP	MWE	10265	ud
w środku	ADP	MWE	10265	ud
w świetle	ADP	MWE	10265	ud
wam	PRON	PRON	25	ud
warto	VERB	LVERB	33	ud
was	PRON	PRON	32	ud
wasz	DET	DET	25	ud
wasze	DET	DET	9	ud
wbrew	ADP	ADP	21	ud
wciąż	ADV	ADV	53	ud
wcześniej	ADV	ADV	90	ud
we	ADP	ADP	211	ud
wedle	ADP	ADP	9	ud
według	ADP	ADP	97	ud
wewnątrz	ADP	ADP	16	ud
wg	ADP	ADP	6	ud
widocznie	PART	PART	7	ud
widzieć	VERB	LVERB	222	ud
wiele	DET	DET	253	ud
wieloma	DET	DET	6	ud
wielu	DET	DET	106	ud
więc	SCONJ	SCONJ	237	ud
więcej	DET	DET	153	ud
wkrótce	ADV	ADV	30	ud
wobec	ADP	ADP	90	ud
wokół	ADP	ADP	38	ud
wolno	VERB	LVERB	28	ud
wprawdzie	PART	PART	10	ud
wprost	PART	PART	26	ud
wraz z	ADV	MWE	66	ud
wraz ze	ADV	MWE	66	ud
wreszcie	PART	PART	77	ud
wręcz	PART	PART	22	ud
wskutek	ADP	ADP	7	ud
wszak	PART	PART	6	ud
wszelki	DET	DET	74	ud
wszelkich	DET	DET	22	ud
wszelkie	DET	DET	27	ud
wszelką	DET	DET	5	ud
wszyscy	PRON	PRON	153	ud
wszystkich	DET	DET	144	ud
wszystkie	DET	DET	144	ud
wszystkiego	PRON	PRON	19	ud
wszystkim	PRON	PRON	107	ud
wszystkimi	DET	DET	11	ud
wszystko	PRON	PRON	294	ud
wszędzie	ADV	ADV	16	ud
wtedy	ADV	ADV	171	ud
wy	PRON	PRON	67	ud
wydawać	VERB	LVERB	125	ud
wyjątkowo	ADV	ADV	19	ud
wyłącznie	PART	PART	34	ud
wzdłuż	ADP	ADP	26	ud
względem	NOUN	OTH	42	ud
wziąć	VERB	LVERB	111	ud
wówczas	ADV	ADV	66	ud
właściwie	PART	PART	34	ud
właśnie	PART	PART	132	ud
włącznie z	ADV	MWE	5	ud
wśród	ADP	ADP	113	ud
z	ADP	ADP	5705	ud
z głębi	ADP	MWE	5705	ud
z kolei	ADP	MWE	5705	ud
z okazji	ADP	MWE	5705	ud
z pewnością	ADP	MWE	5705	ud
z powodu	ADP	MWE	5705	ud
z punktu widzenia	ADP	MWE	5705	ud
z racji	ADP	MWE	5705	ud
z reguły	ADP	MWE	5705	ud
z tytułu	ADP	MWE	5705	ud
z tyłu	ADP	MWE	5705	ud
z uwagi na	ADP	MWE	5705	ud
z wolna	ADP	MWE	5705	ud
z wyjątkiem	ADP	MWE	5705	ud
z wysokości	ADP	MWE	5705	ud
z zakresu	ADP	MWE	5705	ud
z zasady	ADP	MWE	5705	ud
za	ADP	ADP	1184	ud
za pomocą	ADP	MWE	1184	ud
za pośrednictwem	ADP	MWE	1184	ud
za sprawą	ADP	MWE	1184	ud
za to	ADP	MWE	1184	ud
zaledwie	PART	PART	30	ud
zależnie od	ADV	MWE	4	ud
zamiast	SCONJ	SCONJ	137	ud
zanim	SCONJ	SCONJ	38	ud
zapewne	PART	PART	27	ud
zaraz	ADV	ADV	37	ud
zarazem	PART	PART	11	ud
zarówno	PART	PART	63	ud
zatem	SCONJ	SCONJ	54	ud
zawsze	ADV	ADV	143	ud
zazwyczaj	ADV	ADV	21	ud
zaś	CCONJ	CCONJ	60	ud
zbyt	ADV	ADV	116	ud
zdecydowanie	PART	PART	21	ud
ze	ADP	ADP	529	ud
ze strony	ADP	MWE	529	ud
ze względu na	ADP	MWE	529	ud
zgodnie z	ADV	MWE	103	ud
zgodnie ze	ADV	MWE	103	ud
znowu	PART	PART	39	ud
znów	PART	PART	46	ud
zostawać	AUX	AUX	44	ud
zostawić	VERB	LVERB	33	ud
zostać	AUX	AUX	561	ud
zresztą	PART	PART	49	ud
zrobić	VERB	LVERB	194	ud
zupełnie	ADV	ADV	52	ud
zwykle	ADV	ADV	33	ud
zwłaszcza	PART	PART	42	ud
zza	ADP	ADP	19	ud
ów	DET	DET	31	ud
łącznie z	ADV	MWE	15	ud
żaden	DET	DET	167	ud
żadna	DET	DET	9	ud
żadne	DET	DET	12	ud
żadnego	DET	DET	42	ud
żadnej	DET	DET	19	ud
żadnych	DET	DET	42	ud
żadnym	DET	DET	11	ud
że	SCONJ	SCONJ	2687	ud
żeby	SCONJ	SCONJ	258	ud
