# aligned companion of POSNoise_PatternList_Cs_v1.0.txt; evidence: UD_Czech-PDT (222835 sentences) + target corpus (0 tokens tagged)
# entry	upos	class	evidence_count	source
on	PRON	PRON	18235	ud
onen	DET	DET	362	ud
opravdu	PART	PART	906	ud
oproti	ADP	ADP	588	ud
opět	ADV	ADV	592	ud
ovšem	PART	PART	912	ud
oznámit	VERB	LVERB	1372	ud
pak	ADV	ADV	3059	ud
pamatovat	VERB	LVERB	723	ud
patrně	PART	PART	261	ud
plus	CCONJ	CCONJ	143	ud
plánovat	VERB	LVERB	315	ud
po	ADP	ADP	8410	ud
po boku	ADP	MWE	8410	ud
po dobu	ADP	MWE	8410	ud
po stránce	ADP	MWE	8410	ud
po vzoru	ADP	MWE	8410	ud
poblíž	ADP	ADP	98	ud
pochopit	VERB	LVERB	182	ud
pod	ADP	ADP	1618	ud
pod tlakem	ADP	MWE	1618	ud
pod vlivem	ADP	MWE	1618	ud
pod záminkou	ADP	MWE	1618	ud
podle	ADP	ADP	5529	ud
pokoušet	VERB	LVERB	200	ud
pokud	SCONJ	SCONJ	2160	ud
pokusit	VERB	LVERB	275	ud
pomalu	ADV	ADV	189	ud
pomoci	VERB	LVERB	1010	ud
pomocí	ADP	ADP	353	ud
poněkud	ADV	ADV	253	ud
poněvadž	SCONJ	SCONJ	172	ud
poprvé	ADV	ADV	469	ud
potom	ADV	ADV	2129	ud
potvrdit	VERB	LVERB	465	ud
poté	ADV	ADV	850	ud
pouze	PART	PART	1790	ud
pozdě	ADV	ADV	917	ud
poznamenat	VERB	LVERB	236	ud
počátkem	ADP	ADP	157	ud
počínaje	ADP	ADP	71	ud
pořád	ADV	ADV	633	ud
požádat	VERB	LVERB	355	ud
prakticky	PART	PART	428	ud
pro	ADP	ADP	12551	ud
pro případ	ADP	MWE	12551	ud
prohlásit	VERB	LVERB	845	ud
prostě	PART	PART	506	ud
prostřednictvím	ADP	ADP	607	ud
proti	ADP	ADP	2143	ud
proto	CCONJ	CCONJ	1792	ud
protože	SCONJ	SCONJ	4265	ud
proč	ADV	ADV	816	ud
prudce	ADV	ADV	252	ud
pryč	ADV	ADV	135	ud
právě	PART	PART	1588	ud
prý	PART	PART	554	ud
ptát	VERB	LVERB	284	ud
pár	DET	DET	519	ud
přece	PART	PART	368	ud
přece jen	PART	MWE	368	ud
přece jenom	PART	MWE	368	ud
před	ADP	ADP	3970	ud
předem	ADV	ADV	223	ud
především	PART	PART	1188	ud
předpokládat	VERB	LVERB	555	ud
předtím	ADV	ADV	409	ud
přes	ADP	ADP	1548	ud
přestat	VERB	LVERB	236	ud
přesto	CCONJ	CCONJ	644	ud
přestože	SCONJ	SCONJ	378	ud
přesvědčit	VERB	LVERB	198	ud
při	ADP	ADP	5021	ud
při příležitosti	ADP	MWE	5021	ud
přinejmenším	ADV	ADV	156	ud
připomenout	VERB	LVERB	181	ud
přitom	ADV	ADV	555	ud
přiznat	VERB	LVERB	214	ud
přičemž	ADV	ADV	495	ud
přát	VERB	LVERB	254	ud
příliš	ADV	ADV	915	ud
přímo	ADV	ADV	649	ud
respektive	ADV	ADV	165	ud
rok co rok	NOUN	MWE	12079	ud
rovněž	PART	PART	969	ud
rozhodnout	VERB	LVERB	956	ud
rozhodně	PART	PART	213	ud
ruku v ruce s	NOUN	MWE	92	ud
rychle	ADV	ADV	723	ud
rád	ADJ	OTH	2342	ud
ráno	ADV	ADV	445	ud
s	ADP	ADP	28513	ud
s ohledem na	ADP	MWE	28513	ud
s pomocí	ADP	MWE	28513	ud
s přihlédnutím k	ADP	MWE	28513	ud
s výjimkou	ADP	MWE	28513	ud
samozřejmě	PART	PART	986	ud
samý	DET	DET	1864	ud
sdělit	VERB	LVERB	512	ud
se	PRON	PRON	70141	ud
se zřetelem k	PRON	MWE	70141	ud
sem	ADV	ADV	331	ud
sice	CCONJ	CCONJ	791	ud
skoro	ADV	ADV	327	ud
skutečně	PART	PART	675	ud
směrem do	NOUN	MWE	243	ud
směrem k	NOUN	MWE	243	ud
směrem ke	NOUN	MWE	243	ud
směrem na	NOUN	MWE	243	ud
smět	VERB	LVERB	385	ud
snad	PART	PART	649	ud
snadno	ADV	ADV	208	ud
snažit	VERB	LVERB	945	ud
souběžně s	ADV	MWE	34	ud
současně s	ADV	MWE	299	ud
současně se	ADV	MWE	299	ud
společně s	ADV	MWE	355	ud
společně se	ADV	MWE	355	ud
spolu	ADV	ADV	919	ud
spolu s	ADV	MWE	919	ud
spolu se	ADV	MWE	919	ud
spíš	PART	PART	1114	ud
stejně	ADV	ADV	1072	ud
stále	ADV	ADV	1614	ud
stůj co stůj	VERB	MWE	4	ud
svůj	DET	DET	10784	ud
tady	ADV	ADV	2141	ud
tak	ADV	ADV	9889	ud
takhle	ADV	ADV	511	ud
takový	DET	DET	3442	ud
takovýhle	DET	DET	146	ud
takovýto	DET	DET	170	ud
takto	ADV	ADV	252	ud
taky	PART	PART	2352	ud
také	PART	PART	3882	ud
takže	CCONJ	CCONJ	2130	ud
tam	ADV	ADV	10487	ud
teda	PART	PART	126	ud
tedy	ADV	ADV	1838	ud
tehdy	ADV	ADV	1078	ud
ten	DET	DET	49525	ud
tenhle	DET	DET	1864	ud
tenhleten	DET	DET	282	ud
tenkrát	ADV	ADV	755	ud
tento	DET	DET	16500	ud
tentokrát	ADV	ADV	182	ud
tentýž	DET	DET	147	ud
teprve	ADV	ADV	407	ud
teď	ADV	ADV	2025	ud
teďka	ADV	ADV	131	ud
tj	CCONJ	CCONJ	238	ud
to	DET	DET	31400	ud
to je	DET	MWE	31400	ud
to jest	DET	MWE	31400	ud
to znamená	DET	MWE	31400	ud
tolik	DET	DET	553	ud
totiž	CCONJ	CCONJ	1060	ud
trochu	ADV	ADV	517	ud
trošku	ADV	ADV	363	ud
tu	ADV	ADV	1518	ud
tudíž	CCONJ	CCONJ	145	ud
tvrdit	VERB	LVERB	1110	ud
tváří v tvář	NOUN	MWE	87	ud
tvůj	DET	DET	162	ud
ty	DET	DET	1756	ud
téměř	ADV	ADV	1163	ud
též	PART	PART	236	ud
týž	DET	DET	189	ud
těžce	ADV	ADV	103	ud
těžko	ADV	ADV	262	ud
třeba	PART	PART	1997	ud
třikrát	ADV	ADV	165	ud
u	ADP	ADP	5754	ud
u příležitosti	ADP	MWE	5754	ud
ukazovat	VERB	LVERB	486	ud
ukázat	VERB	LVERB	592	ud
umožnit	VERB	LVERB	436	ud
umožňovat	VERB	LVERB	331	ud
umět	VERB	LVERB	657	ud
upozornit	VERB	LVERB	187	ud
uprostřed	ADP	ADP	194	ud
určitě	PART	PART	466	ud
uvnitř	ADP	ADP	142	ud
uvádět	VERB	LVERB	870	ud
uvést	VERB	LVERB	4306	ud
uvědomit	VERB	LVERB	181	ud
už	ADV	ADV	7708	ud
v	ADP	ADP	79013	ud
v blízkosti	ADP	MWE	79013	ud
v době	ADP	MWE	79013	ud
v důsledku	ADP	MWE	79013	ud
v neprospěch	ADP	MWE	79013	ud
v období	ADP	MWE	79013	ud
v oblasti	ADP	MWE	79013	ud
v oboru	ADP	MWE	79013	ud
v otázce	ADP	MWE	79013	ud
v podobě	ADP	MWE	79013	ud
v poměru k	ADP	MWE	79013	ud
v porovnání s	ADP	MWE	79013	ud
v porovnání se	ADP	MWE	79013	ud
v procesu	ADP	MWE	79013	ud
v protikladu k	ADP	MWE	79013	ud
v průběhu	ADP	MWE	79013	ud
v případě	ADP	MWE	79013	ud
v rozporu s	ADP	MWE	79013	ud
v rozporu se	ADP	MWE	79013	ud
v rámci	ADP	MWE	79013	ud
v souhlasu s	ADP	MWE	79013	ud
v souladu s	ADP	MWE	79013	ud
v souladu se	ADP	MWE	79013	ud
v souvislosti s	ADP	MWE	79013	ud
v souvislosti se	ADP	MWE	79013	ud
v zastoupení	ADP	MWE	79013	ud
v zájmu	ADP	MWE	79013	ud
v závislosti na	ADP	MWE	79013	ud
v závěru	ADP	MWE	79013	ud
v čele	ADP	MWE	79013	ud
v čele s	ADP	MWE	79013	ud
v čele se	ADP	MWE	79013	ud
v řadě	ADP	MWE	79013	ud
ve formě	ADP	MWE	14333	ud
ve jménu	ADP	MWE	14333	ud
ve prospěch	ADP	MWE	14333	ud
ve shodě s	ADP	MWE	14333	ud
ve smyslu	ADP	MWE	14333	ud
ve směru	ADP	MWE	14333	ud
ve spojení s	ADP	MWE	14333	ud
ve spojení se	ADP	MWE	14333	ud
ve spojitosti s	ADP	MWE	14333	ud
ve spojitosti se	ADP	MWE	14333	ud
ve spolupráci s	ADP	MWE	14333	ud
ve spolupráci se	ADP	MWE	14333	ud
ve srovnání s	ADP	MWE	14333	ud
ve srovnání se	ADP	MWE	14333	ud
ve světle	ADP	MWE	14333	ud
ve vztahu k	ADP	MWE	14333	ud
ve vztahu ke	ADP	MWE	14333	ud
ve věci	ADP	MWE	14333	ud
ve znamení	ADP	MWE	14333	ud
vedle	ADP	ADP	618	ud
velice	ADV	ADV	916	ud
velmi	ADV	ADV	1760	ud
ven	ADV	ADV	127	ud
venku	ADV	ADV	118	ud
versus	ADP	ADP	62	ud
večer	ADV	ADV	589	ud
veškerý	PRON	PRON	363	ud
vlastně	ADV	ADV	747	ud
vlevo	ADV	ADV	140	ud
vloni	ADV	ADV	219	ud
vpravo	ADV	ADV	115	ud
vy	PRON	PRON	2858	ud
vysoce	ADV	ADV	257	ud
vysoko	ADV	ADV	380	ud
vysvětlit	VERB	LVERB	200	ud
vysvětlovat	VERB	LVERB	185	ud
vzadu	ADV	ADV	141	ud
vzhledem	ADP	ADP	560	ud
vzhledem k	ADP	MWE	560	ud
vzhledem ke	ADP	MWE	560	ud
váš	DET	DET	1532	ud
víc než	ADV	MWE	798	ud
více	ADV	ADV	4064	ud
více než	ADV	MWE	4064	ud
výměnou za	NOUN	MWE	76	ud
včas	ADV	ADV	123	ud
včera	ADV	ADV	2291	ud
včetně	ADP	ADP	876	ud
vědět	VERB	LVERB	3078	ud
většinou	ADV	ADV	743	ud
věřit	VERB	LVERB	573	ud
však	CCONJ	CCONJ	4689	ud
všecek	PRON	PRON	134	ud
všechen	DET	DET	6633	ud
všeho všudy	DET	MWE	137	ud
všelijaký	DET	DET	81	ud
všude	ADV	ADV	277	ud
vůbec	PART	PART	1077	ud
vůči	ADP	ADP	457	ud
vždy	ADV	ADV	647	ud
vždycky	ADV	ADV	1455	ud
vždyť	CCONJ	CCONJ	211	ud
z	ADP	ADP	27191	ud
z důvodu	ADP	MWE	27191	ud
z důvodů	ADP	MWE	27191	ud
z hlediska	ADP	MWE	27191	ud
z oblasti	ADP	MWE	27191	ud
z titulu	ADP	MWE	27191	ud
z řad	ADP	MWE	27191	ud
za	ADP	ADP	14847	ud
za pomoci	ADP	MWE	14847	ud
za účelem	ADP	MWE	14847	ud
zase	ADV	ADV	1150	ud
zatím	ADV	ADV	1127	ud
zatímco	SCONJ	SCONJ	943	ud
začátkem	ADP	ADP	202	ud
začínat	VERB	LVERB	637	ud
začít	VERB	LVERB	2428	ud
zcela	ADV	ADV	732	ud
zda	SCONJ	SCONJ	1141	ud
zdaleka	ADV	ADV	105	ud
zdarma	ADV	ADV	99	ud
zde	ADV	ADV	794	ud
zdůraznit	VERB	LVERB	231	ud
ze strany	ADP	MWE	4787	ud
zejména	PART	PART	828	ud
zhruba	ADV	ADV	686	ud
zjistit	VERB	LVERB	534	ud
zkrátka	PART	PART	80	ud
znamenat	VERB	LVERB	1170	ud
znovu	ADV	ADV	697	ud
zpočátku	ADV	ADV	106	ud
zpravidla	ADV	ADV	112	ud
zpět	ADV	ADV	302	ud
zrovna	PART	PART	340	ud
zvláště	PART	PART	261	ud
zvlášť	ADV	ADV	182	ud
zároveň	ADV	ADV	603	ud
zároveň s	ADV	MWE	603	ud
zároveň se	ADV	MWE	603	ud
zítra	ADV	ADV	175	ud
zřejmě	PART	PART	715	ud
často	ADV	ADV	1438	ud
či	CCONJ	CCONJ	1845	ud
čili	CCONJ	CCONJ	372	ud
říci	VERB	LVERB	6361	ud
říkat	VERB	LVERB	4759	ud
že	SCONJ	SCONJ	34381	ud
žádný	DET	DET	2227	ud
