# aligned companion of POSNoise_PatternList_El_v1.0.txt; evidence: UD_Greek-GDT (2521 sentences)
# entry	upos	class	evidence_count
κανένας	DET	DET	40
κατά	ADP	ADP	184
καταλήγω	VERB	LVERB	14
καταφέρνω	VERB	LVERB	16
κατόπιν	ADP	ADP	9
κηρύσσω	VERB	LVERB	11
λέγω	VERB	LVERB	66
λίγο	ADV	ADV	15
λοιπόν	ADV	ADV	11
λόγω	ADP	ADP	34
μάλιστα	ADV	ADV	21
μένω	VERB	LVERB	16
μέσω	ADP	ADP	34
μέχρι	ADP	ADP	63
μέχρι που	ADP	MWE	63
μαζί	ADV	ADV	20
με	ADP	ADP	761
μεν	ADV	ADV	8
μερικοί	DET	DET	14
μετά	ADP	ADP	84
μεταξύ	ADP	ADP	82
μην	PART	PART	43
μου	PRON	PRON	649
μπορώ	VERB	LVERB	186
μόλις	ADV	ADV	15
μόνο	ADV	ADV	72
να	AUX	AUX	1435
ο	DET	DET	11046
οποίος	PRON	PRON	350
οποιοσδήποτε	DET	DET	14
οπότε	CCONJ	CCONJ	4
οτιδήποτε	DET	DET	3
οφείλω	VERB	LVERB	28
ούτε	CCONJ	CCONJ	21
ούτως ή άλλως	ADV	MWE	5
ούτως ώστε	ADV	MWE	5
πάλι	ADV	ADV	8
πάνω	ADV	ADV	16
πέρυσι	ADV	ADV	11
πίσω	ADV	ADV	6
παρά	ADP	ADP	20
παραμένω	VERB	LVERB	27
παρόλο	ADV	ADV	10
παρόλο που	ADV	MWE	10
περί	ADP	ADP	6
περίπου	ADV	ADV	22
περαιτέρω	ADV	ADV	18
περιμένω	VERB	LVERB	13
πιο	ADV	ADV	50
πιστεύω	VERB	LVERB	50
πλέον	ADV	ADV	27
ποιος	PRON	PRON	6
πολύ	ADV	ADV	77
ποτέ	ADV	ADV	10
που	PRON	PRON	665
πράγματι	ADV	ADV	8
πριν	ADV	ADV	35
προ	ADP	ADP	4
προκειμένου	SCONJ	SCONJ	42
προς	ADP	ADP	110
προσθέτω	VERB	LVERB	11
προσπαθώ	VERB	LVERB	23
προτείνω	VERB	LVERB	19
πρώην	ADV	ADV	14
πρώτον	ADV	ADV	6
πως	SCONJ	SCONJ	30
πότε	ADV	ADV	6
σήμερα	ADV	ADV	73
σαν	ADV	ADV	8
σε	ADP	ADP	2195
σημαίνω	VERB	LVERB	13
συνιστώ	VERB	LVERB	13
σχεδόν	ADV	ADV	8
σχετικά	ADV	ADV	83
σύμφωνα	ADV	ADV	52
τέτοιος	DET	DET	28
τίποτα	PRON	PRON	8
τι	PRON	PRON	15
τονίζω	VERB	LVERB	16
τουλάχιστο	ADV	ADV	18
τούτος	PRON	PRON	15
τόσο	ADV	ADV	32
τότε	ADV	ADV	22
τώρα	ADV	ADV	41
υπέρ	ADP	ADP	25
υπενθυμίζω	VERB	LVERB	11
υπογραμμίζω	VERB	LVERB	15
υποχρεώνω	VERB	LVERB	11
υπό	ADP	ADP	34
υπόψη	ADV	ADV	22
χάρη	ADV	ADV	10
χαρακτηρίζω	VERB	LVERB	16
χωρίς	ADP	ADP	29
ως	ADV	ADV	130
ως εκ τούτου	ADV	MWE	130
ως προς	ADV	MWE	130
ωστόσο	CCONJ	CCONJ	58
ό,τι	PRON	PRON	7
όλο	ADV	ADV	14
όμως	CCONJ	CCONJ	62
όπου	ADV	ADV	34
όπως	ADV	ADV	110
όσο	ADV	ADV	83
όσο για	ADV	MWE	83
όσον αφορά	ADV	MWE	44
όσος	PRON	PRON	23
όταν	SCONJ	SCONJ	47
ότι	SCONJ	SCONJ	535
όχι	PART	PART	36
ώς	ADP	ADP	6
ώστε	SCONJ	SCONJ	38
