# aligned companion of POSNoise_PatternList_Ro_v1.0.txt; evidence: UD_Romanian-RRT (9524 sentences) + target corpus (0 tokens tagged)
# entry	upos	class	evidence_count	source
fiecare	DET	DET	188	ud
fiindcă	SCONJ	SCONJ	21	ud
foarte	ADV	ADV	136	ud
fără	ADP	ADP	237	ud
fără de	ADP	MWE	237	ud
fără să	ADP	MWE	237	ud
fără îndoială	ADP	MWE	237	ud
garanta	VERB	LVERB	17	ud
gata	ADV	ADV	12	ud
grav	ADJ	OTH	41	ud
greu	ADV	ADV	38	ud
hotărî	VERB	LVERB	29	ud
iar	ADV	ADV	202	ud
ieri	ADV	ADV	17	ud
imposibil	ADV	ADV	20	ud
in	ADP	ADP	33	ud
in vitro	ADP	MWE	33	ud
in vivo	ADP	MWE	33	ud
intenționa	VERB	LVERB	18	ud
jos	ADV	ADV	81	ud
la	ADP	ADP	3408	ud
la fel	ADP	MWE	3408	ud
la o parte	ADP	MWE	3408	ud
la început	ADP	MWE	3408	ud
lui	DET	DET	557	ud
lângă	ADP	ADP	46	ud
lăsa	VERB	LVERB	100	ud
mai	ADV	ADV	1271	ud
mai ales	ADV	MWE	1271	ud
mai cu seamă	ADV	MWE	1271	ud
mai degrabă	ADV	MWE	1271	ud
mai întâi	ADV	MWE	1271	ud
mai întâi de toate	ADV	MWE	1271	ud
mereu	ADV	ADV	12	ud
meu	DET	DET	189	ud
mult	DET	DET	383	ud
mulțumi	VERB	LVERB	12	ud
măcar	ADV	ADV	10	ud
mărturisi	VERB	LVERB	10	ud
necesar	ADJ	OTH	159	ud
nici	ADV	ADV	184	ud
nici pe departe	ADV	MWE	184	ud
nici una nici două	ADV	MWE	184	ud
nici_un	DET	DET	30	ud
niciodată	ADV	ADV	47	ud
nimeni	PRON	PRON	25	ud
nimic	PRON	PRON	46	ud
niște	DET	DET	45	ud
noaptea	NOUN	ADV	28	ud
nu	PART	PART	1626	ud
nu știu ce	PART	MWE	1626	ud
numai	ADV	ADV	170	ud
numi	VERB	LVERB	82	ud
o	DET	DET	2175	ud
o dată cu	DET	MWE	2175	ud
oarecare	DET	DET	22	ud
obliga	VERB	LVERB	26	ud
odată	ADV	ADV	33	ud
odată ce	ADV	MWE	33	ud
odată cu	ADV	MWE	33	ud
ori	NOUN	OTH	102	ud
ori de câte ori	NOUN	MWE	102	ud
oricare	DET	DET	50	ud
orice	DET	DET	184	ud
oricine	PRON	PRON	5	ud
oricum	ADV	ADV	15	ud
parcă	ADV	ADV	45	ud
pe	ADP	ADP	1783	ud
pe când	ADP	MWE	1783	ud
pe de altă parte	ADP	MWE	1783	ud
pe de o parte	ADP	MWE	1783	ud
pe deplin	ADP	MWE	1783	ud
pe ici pe colo	ADP	MWE	1783	ud
pe la	ADP	MWE	1783	ud
pe loc	ADP	MWE	1783	ud
pe lângă	ADP	MWE	1783	ud
pe măsură ce	ADP	MWE	1783	ud
pe parcursul	ADP	MWE	1783	ud
pe sub	ADP	MWE	1783	ud
pe urmă	ADP	MWE	1783	ud
pentru	ADP	ADP	1503	ud
pentru ca	ADP	MWE	1503	ud
pentru că	ADP	MWE	1503	ud
per	ADP	ADP	7	ud
permite	VERB	LVERB	67	ud
peste	ADP	ADP	112	ud
peste tot	ADP	MWE	112	ud
plin	ADJ	OTH	41	ud
plus	ADV	ADV	28	ud
posibil	ADV	ADV	59	ud
potrivit	ADP	ADP	38	ud
prea	ADV	ADV	69	ud
precum	ADV	ADV	99	ud
precum și	ADV	MWE	99	ud
pretinde	VERB	LVERB	10	ud
pricepe	VERB	LVERB	10	ud
prin	ADP	ADP	561	ud
prin fața	ADP	MWE	561	ud
prin intermediul	ADP	MWE	561	ud
prin urmare	ADP	MWE	561	ud
printre	ADP	ADP	48	ud
printru	ADP	ADP	46	ud
privind	ADP	ADP	177	ud
probabil	ADV	ADV	49	ud
propune	VERB	LVERB	32	ud
pur	ADV	ADV	27	ud
pur și simplu	ADV	MWE	27	ud
putea	VERB	LVERB	1029	ud
puțin	ADV	ADV	167	ud
până	ADP	ADP	299	ud
până -n	ADP	MWE	299	ud
până la	ADP	MWE	299	ud
până la urmă	ADP	MWE	299	ud
până în	ADP	MWE	299	ud
până și	ADP	MWE	299	ud
părea	VERB	LVERB	102	ud
rapid	ADV	ADV	39	ud
refuza	VERB	LVERB	21	ud
relata	VERB	LVERB	11	ud
repede	ADV	ADV	38	ud
reprezenta	VERB	LVERB	102	ud
reuși	VERB	LVERB	50	ud
ruga	VERB	LVERB	33	ud
rămâne	VERB	LVERB	116	ud
rău	ADV	ADV	54	ud
sau	CCONJ	CCONJ	976	ud
sigur	ADV	ADV	45	ud
simplu	ADJ	OTH	37	ud
simultan	ADV	ADV	13	ud
sine	PRON	PRON	3936	ud
slab	ADJ	ADV	23	ud
socoti	VERB	LVERB	14	ud
special	ADV	ADV	119	ud
spre	ADP	ADP	152	ud
spre deosebire de	ADP	MWE	152	ud
spune	VERB	LVERB	159	ud
strâns	ADJ	OTH	34	ud
strădui	VERB	LVERB	11	ud
sub	ADP	ADP	191	ud
sus	ADV	ADV	45	ud
să	PART	PART	2411	ud
său	DET	DET	274	ud
tare	ADV	ADV	32	ud
tinde	VERB	LVERB	10	ud
tocmai	ADV	ADV	22	ud
tot	DET	DET	583	ud
totodată	ADV	ADV	16	ud
totuși	ADV	ADV	87	ud
tu	PRON	PRON	402	ud
târziu	ADV	ADV	49	ud
tău	DET	DET	50	ud
uita	VERB	LVERB	72	ud
ulterior	ADV	ADV	29	ud
un	DET	DET	4496	ud
unde	ADV	ADV	150	ud
undeva	ADV	ADV	14	ud
uneori	ADV	ADV	33	ud
unul	PRON	PRON	227	ud
urma	VERB	LVERB	134	ud
ușor	ADV	ADV	67	ud
va să zică	AUX	MWE	329	ud
voi	VERB	LVERB	39	ud
vrea	AUX	AUX	595	ud
vreun	DET	DET	68	ud
vreunul	PRON	PRON	7	ud
zi cu zi	NOUN	MWE	206	ud
împotriva	ADP	ADP	94	ud
împreună	ADV	ADV	37	ud
împreună cu	ADV	MWE	37	ud
în	ADP	ADP	6105	ud
în același timp	ADP	MWE	6105	ud
în afara	ADP	MWE	6105	ud
în afară de	ADP	MWE	6105	ud
în al doilea rând	ADP	MWE	6105	ud
în al treilea rând	ADP	MWE	6105	ud
în așa fel încât	ADP	MWE	6105	ud
în cadrul	ADP	MWE	6105	ud
în ce privește	ADP	MWE	6105	ud
în ceea ce privește	ADP	MWE	6105	ud
în cele din urmă	ADP	MWE	6105	ud
în ciuda	ADP	MWE	6105	ud
în comun	ADP	MWE	6105	ud
în conformitate cu	ADP	MWE	6105	ud
în consecință	ADP	MWE	6105	ud
în continuare	ADP	MWE	6105	ud
în cursul	ADP	MWE	6105	ud
în curând	ADP	MWE	6105	ud
în favoarea	ADP	MWE	6105	ud
în fața	ADP	MWE	6105	ud
în față	ADP	MWE	6105	ud
în final	ADP	MWE	6105	ud
în funcție de	ADP	MWE	6105	ud
în general	ADP	MWE	6105	ud
în genere	ADP	MWE	6105	ud
în interiorul	ADP	MWE	6105	ud
în jos	ADP	MWE	6105	ud
în jur de	ADP	MWE	6105	ud
în jurul	ADP	MWE	6105	ud
în legătură cu	ADP	MWE	6105	ud
în loc	ADP	MWE	6105	ud
în loc de	ADP	MWE	6105	ud
în mijlocul	ADP	MWE	6105	ud
în numele	ADP	MWE	6105	ud
în orice caz	ADP	MWE	6105	ud
în plus	ADP	MWE	6105	ud
în pofida	ADP	MWE	6105	ud
în prealabil	ADP	MWE	6105	ud
în prezent	ADP	MWE	6105	ud
în primul rând	ADP	MWE	6105	ud
în principal	ADP	MWE	6105	ud
în privința	ADP	MWE	6105	ud
în raport cu	ADP	MWE	6105	ud
în realitate	ADP	MWE	6105	ud
în schimb	ADP	MWE	6105	ud
în sfârșit	ADP	MWE	6105	ud
în spatele	ADP	MWE	6105	ud
în special	ADP	MWE	6105	ud
în sus	ADP	MWE	6105	ud
în timp ce	ADP	MWE	6105	ud
în timpul	ADP	MWE	6105	ud
în tot cazul	ADP	MWE	6105	ud
în total	ADP	MWE	6105	ud
în urma	ADP	MWE	6105	ud
în urmă	ADP	MWE	6105	ud
în urmă cu	ADP	MWE	6105	ud
în vederea	ADP	MWE	6105	ud
în vigoare	ADP	MWE	6105	ud
în vreme ce	ADP	MWE	6105	ud
în întregime	ADP	MWE	6105	ud
înainte	ADV	ADV	158	ud
înainte ca	ADV	MWE	158	ud
înainte de	ADV	MWE	158	ud
înaintea	ADP	ADP	15	ud
înapoi	ADV	ADV	39	ud
începe	VERB	LVERB	164	ud
încerca	VERB	LVERB	49	ud
înceta	VERB	LVERB	21	ud
încât	SCONJ	SCONJ	88	ud
încă	ADV	ADV	104	ud
îndată	ADV	ADV	17	ud
îndeosebi	ADV	ADV	10	ud
însemna	VERB	LVERB	47	ud
înspre	ADP	ADP	6	ud
însuși	DET	DET	56	ud
însă	CCONJ	CCONJ	116	ud
întotdeauna	ADV	ADV	35	ud
într-adevăr	ADV	ADV	15	ud
între	ADP	ADP	224	ud
între timp	ADP	MWE	224	ud
întreba	VERB	LVERB	31	ud
întru	ADP	ADP	335	ud
întrucât	SCONJ	SCONJ	11	ud
întâi	NUM	NUM	28	ud
învăța	VERB	LVERB	15	ud
și	CCONJ	CCONJ	5338	ud
și așa mai departe	CCONJ	MWE	5338	ud
și totuși	CCONJ	MWE	5338	ud
și_alții	PRON	PRON	5	ud
ști	VERB	LVERB	142	ud
