# aligned companion of POSNoise_PatternList_Hr_v1.0.txt; evidence: UD_Croatian-SET (9010 sentences) + target corpus (0 tokens tagged)
# entry	upos	class	evidence_count	source
svoj	DET	DET	673	ud
tada	ADV	ADV	51	ud
taj	DET	DET	1474	ud
takav	DET	DET	153	ud
tako	ADV	ADV	193	ud
tako da	ADV	MWE	193	ud
tako što	ADV	MWE	193	ud
također	ADV	ADV	233	ud
te	CCONJ	CCONJ	526	ud
tek	PART	PART	81	ud
ti	PRON	PRON	57	ud
tijekom	ADP	ADP	145	ud
tj.	PART	PART	9	ud
tko	PRON	PRON	60	ud
to	DET	DET	642	ud
tokom	ADP	ADP	8	ud
tolik	DET	DET	5	ud
toliko	ADV	ADV	30	ud
trebati	VERB	LVERB	346	ud
tu	ADV	ADV	68	ud
tvoj	DET	DET	6	ud
tvrditi	VERB	LVERB	66	ud
u	ADP	ADP	5914	ud
u kojem	ADP	MWE	5914	ud
u odnosu na	ADP	MWE	5914	ud
u slučaju da	ADP	MWE	5914	ud
u svezi s	ADP	MWE	5914	ud
u vezi s	ADP	MWE	5914	ud
uglavnom	ADV	ADV	35	ud
ukazati	VERB	LVERB	37	ud
uključivati	ADV	ADV	117	ud
ukoliko	SCONJ	SCONJ	55	ud
umjesto	ADP	ADP	38	ud
umjesto da	ADP	MWE	38	ud
unatoč	ADP	ADP	50	ud
unatoč tome što	ADP	MWE	50	ud
unutar	ADP	ADP	34	ud
uopće	ADV	ADV	21	ud
uoči	ADP	ADP	21	ud
upozoravati	VERB	LVERB	21	ud
upozoriti	VERB	LVERB	28	ud
upravo	ADV	ADV	58	ud
uslijed	ADP	ADP	8	ud
uspjeti	VERB	LVERB	63	ud
usprkos	ADP	ADP	5	ud
usred	ADP	ADP	4	ud
ustvrditi	VERB	LVERB	10	ud
utvrditi	VERB	LVERB	26	ud
uvijek	ADV	ADV	130	ud
uvjeriti	VERB	LVERB	18	ud
uz	ADP	ADP	180	ud
valjati	VERB	LVERB	11	ud
vaš	DET	DET	46	ud
već	ADV	ADV	214	ud
već i	ADV	MWE	214	ud
vi	PRON	PRON	124	ud
više	ADV	ADV	344	ud
više nego	ADV	MWE	344	ud
više od	ADV	MWE	344	ud
vjerovati	VERB	LVERB	66	ud
voljeti	VERB	LVERB	39	ud
vrlo	ADV	ADV	119	ud
za	ADP	ADP	2344	ud
za razliku od	ADP	MWE	2344	ud
zaboraviti	VERB	LVERB	12	ud
zaključiti	VERB	LVERB	29	ud
zar	PART	PART	3	ud
zatim	ADV	ADV	35	ud
zato	SCONJ	SCONJ	70	ud
zato jer	SCONJ	MWE	70	ud
zato što	SCONJ	MWE	70	ud
zbog	ADP	ADP	240	ud
zbog toga što	ADP	MWE	240	ud
znati	VERB	LVERB	93	ud
značiti	VERB	LVERB	71	ud
zvati	VERB	LVERB	20	ud
čak	PART	PART	82	ud
čak i	PART	MWE	82	ud
često	ADV	ADV	74	ud
čiji	DET	DET	79	ud
čim	SCONJ	SCONJ	6	ud
činiti	VERB	LVERB	96	ud
širok	ADJ	OTH	52	ud
širom	ADP	ADP	7	ud
što	PRON	PRON	867	ud
žaliti	VERB	LVERB	12	ud
željeti	VERB	LVERB	155	ud
