# aligned companion of POSNoise_PatternList_Lv_v1.0.txt; evidence: UD_Latvian-LVTB (19580 sentences)
# entry	upos	class	evidence_count
savējs	DET	DET	11
secināt	VERB	LVERB	56
sen	ADV	ADV	40
sevis	PRON	PRON	318
skaidrot	VERB	LVERB	89
smieties	VERB	LVERB	44
solīt	VERB	LVERB	36
spiest	VERB	LVERB	42
spriest	VERB	LVERB	42
spēt	VERB	LVERB	230
starp	ADP	ADP	180
stāstīt	VERB	LVERB	184
sākt	VERB	LVERB	354
tad	ADV	ADV	656
tagad	ADV	ADV	244
tak	PART	PART	7
tapt	VERB	LVERB	74
tas	DET	DET	3509
tava	DET	DET	32
tavs	DET	DET	29
taču	CCONJ	CCONJ	538
te	ADV	ADV	138
teikt	VERB	LVERB	326
teju	ADV	ADV	24
ticēt	VERB	LVERB	71
tieši	PART	PART	221
tiešām	PART	PART	64
tik	ADV	ADV	343
tikai	PART	PART	707
tikko	ADV	ADV	31
tiklīdz	SCONJ	SCONJ	23
tikmēr	ADV	ADV	35
tikpat	ADV	ADV	57
tikpat kā	ADV	MWE	57
tikt	AUX	AUX	1284
tikvien	PART	PART	10
tipa	NOUN	OTH	19
tobrīd	ADV	ADV	18
tolaik	ADV	ADV	17
tomēr	CCONJ	CCONJ	319
toreiz	ADV	ADV	41
tostarp	ADV	ADV	30
toties	CCONJ	CCONJ	24
traucēt	VERB	LVERB	33
tu	PRON	PRON	489
tur	ADV	ADV	270
turklāt	PART	PART	128
turpat	ADV	ADV	25
turpināt	VERB	LVERB	149
turpmāk	ADV	ADV	36
turpretim	CCONJ	CCONJ	5
turpretī	CCONJ	CCONJ	7
tuvu	ADV	ADV	44
tā	DET	DET	2148
tā ka	DET	MWE	2148
tā kā	DET	MWE	2148
tāda	DET	DET	202
tāds	DET	DET	276
tāds kā	DET	MWE	276
tādu kā	DET	MWE	102
tādā kā	DET	MWE	61
tādējādi	ADV	ADV	85
tādēļ	ADV	ADV	102
tālu	ADV	ADV	74
tāpat	PART	PART	179
tāpat kā	PART	MWE	179
tāpēc	ADV	ADV	277
tāpēc ka	ADV	MWE	277
tātad	CCONJ	CCONJ	59
tūlīt	ADV	ADV	32
un	CCONJ	CCONJ	8787
uz	ADP	ADP	2045
uzreiz	ADV	ADV	63
uzskatīt	VERB	LVERB	204
uzsvērt	VERB	LVERB	92
uzzināt	VERB	LVERB	62
vai	CCONJ	CCONJ	1409
vai arī	CCONJ	MWE	1409
vai nu	CCONJ	MWE	1409
vaicāt	VERB	LVERB	25
vairs	ADV	ADV	199
vairāk nekā	ADV	MWE	315
vairāki	DET	DET	233
vairākkārt	ADV	ADV	17
vajadzēt	VERB	LVERB	223
vakar	ADV	ADV	29
varbūt	PART	PART	127
varēt	VERB	LVERB	1742
vaļā	ADV	ADV	29
viegli	ADV	ADV	103
vien	PART	PART	265
vienalga	ADV	ADV	19
vienkārši	ADV	ADV	93
vienlaikus	ADV	ADV	48
vienmēr	ADV	ADV	160
vienoties	VERB	LVERB	29
vienīgi	PART	PART	40
virs	ADP	ADP	35
virsū	ADV	ADV	26
vis	PART	PART	6
visa	DET	DET	321
vismaz	ADV	ADV	115
vispirms	ADV	ADV	46
vispār	ADV	ADV	72
viss	DET	DET	898
visur	ADV	ADV	16
viņa	PRON	PRON	1562
viņš	PRON	PRON	2135
vēl	ADV	ADV	608
vēlreiz	ADV	ADV	39
vēlu	ADV	ADV	110
vēlēties	VERB	LVERB	221
vērā	ADV	ADV	93
vēstīt	VERB	LVERB	39
zem	ADP	ADP	79
zināt	VERB	LVERB	394
ziņot	VERB	LVERB	76
ārpus	ADP	ADP	33
ārā	ADV	ADV	77
ātri	ADV	ADV	88
īpaši	ADV	ADV	143
ļaut	VERB	LVERB	154
ļoti	ADV	ADV	478
šaubīties	VERB	LVERB	20
šeit	ADV	ADV	79
šis	DET	DET	935
šobrīd	ADV	ADV	101
šodien	ADV	ADV	86
šogad	ADV	ADV	90
šoreiz	ADV	ADV	35
šāda	DET	DET	179
šāds	DET	DET	201
šī	DET	DET	817
šķist	VERB	LVERB	126
