# aligned companion of POSNoise_PatternList_No_v1.0.txt; evidence: UD_Norwegian-Bokmaal (20044 sentences) + target corpus (0 tokens tagged)
# entry	upos	class	evidence_count	source
imidlertid	ADV	ADV	75	ud
imot	ADV	ADV	38	ud
ingen	DET	DET	301	ud
ingenting	PRON	PRON	48	ud
inn	ADP	ADP	389	ud
inne	ADP	ADP	58	ud
innebære	VERB	LVERB	37	ud
innen	ADP	ADP	65	ud
innenfor	ADP	ADP	43	ud
innenfra	ADV	ADV	4	ud
inni	ADP	ADP	9	ud
innimellom	ADV	ADV	9	ud
innom	ADP	ADP	5	ud
innrømme	VERB	LVERB	24	ud
innse	VERB	LVERB	28	ud
inntil	ADP	ADP	23	ud
intet	PRON	PRON	12	ud
istedenfor	ADP	ADP	5	ud
jeg	PRON	PRON	2801	ud
jevnlig	ADV	ADV	10	ud
jf.	VERB	LVERB	20	ud
jo	ADV	ADV	259	ud
kalle	VERB	LVERB	86	ud
kanskje	ADV	ADV	176	ud
klare	VERB	LVERB	156	ud
kun	ADV	ADV	54	ud
kunne	AUX	AUX	1545	ud
la	VERB	LVERB	134	ud
langs	ADP	ADP	22	ud
late	VERB	LVERB	23	ud
like	ADV	ADV	247	ud
likevel	ADV	ADV	124	ud
liksom	ADV	ADV	12	ud
love	VERB	LVERB	37	ud
lære	VERB	LVERB	72	ud
m.m.	ADV	ADV	7	ud
man	PRON	PRON	485	ud
med	ADP	ADP	3156	ud
medføre	VERB	LVERB	15	ud
meget	ADV	ADV	36	ud
melde	VERB	LVERB	63	ud
mellom	ADP	ADP	302	ud
men	CCONJ	CCONJ	1608	ud
mene	VERB	LVERB	341	ud
mens	SCONJ	SCONJ	226	ud
merke	VERB	LVERB	45	ud
mfl.	ADV	ADV	3	ud
midt	ADV	ADV	53	ud
min	PRON	PRON	345	ud
mot	ADP	ADP	534	ud
mv.	ADV	ADV	6	ud
måtte	AUX	AUX	727	ud
ned	ADV	ADV	186	ud
nede	ADP	ADP	14	ud
nedover	ADP	ADP	8	ud
nekte	VERB	LVERB	29	ud
nemlig	ADV	ADV	46	ud
neppe	ADV	ADV	25	ud
nest	ADV	ADV	13	ud
neste	DET	DET	87	ud
nesten	ADV	ADV	125	ud
nettopp	ADV	ADV	51	ud
noe	PRON	PRON	553	ud
noen	DET	DET	645	ud
noenlunde	ADV	ADV	4	ud
noensinne	ADV	ADV	12	ud
nok	ADV	ADV	258	ud
nokså	ADV	ADV	9	ud
nord	ADP	ADP	17	ud
nylig	ADV	ADV	24	ud
nå	ADV	ADV	644	ud
når	SCONJ	SCONJ	534	ud
og	CCONJ	CCONJ	7987	ud
også	ADV	ADV	930	ud
om	ADP	ADP	2074	ud
omkring	ADP	ADP	20	ud
omtale	VERB	LVERB	31	ud
omtrent	ADV	ADV	27	ud
opp	ADV	ADV	543	ud
oppe	ADP	ADP	23	ud
oppfatte	VERB	LVERB	24	ud
oppleve	VERB	LVERB	89	ud
opplyse	VERB	LVERB	26	ud
oppover	ADP	ADP	5	ud
opptil	ADP	ADP	10	ud
osv.	ADV	ADV	7	ud
over	ADP	ADP	494	ud
overalt	ADV	ADV	8	ud
overfor	ADP	ADP	66	ud
overhodet	ADV	ADV	11	ud
pluss	CCONJ	CCONJ	4	ud
pr.	ADP	ADP	22	ud
prøve	VERB	LVERB	93	ud
på	ADP	ADP	4632	ud
påpeke	VERB	LVERB	27	ud
regne	VERB	LVERB	42	ud
riktignok	ADV	ADV	23	ud
risikere	VERB	LVERB	16	ud
rope	VERB	LVERB	24	ud
rundt	ADP	ADP	211	ud
samme	DET	DET	181	ud
sammen	ADV	ADV	200	ud
samt	CCONJ	CCONJ	29	ud
samtlige	DET	DET	13	ud
se	VERB	LVERB	677	ud
seg	PRON	PRON	1232	ud
selv	ADV	ADV	501	ud
selve	DET	DET	21	ud
selveste	DET	DET	7	ud
si	VERB	LVERB	1402	ud
siden	ADV	ADV	261	ud
sin	PRON	PRON	936	ud
sist	ADJ	OTH	255	ud
sjekke	VERB	LVERB	27	ud
sjelden	ADV	ADV	38	ud
sjøl	ADV	ADV	11	ud
skjule	VERB	LVERB	26	ud
skjønne	VERB	LVERB	46	ud
skrive	VERB	LVERB	255	ud
skulle	AUX	AUX	1195	ud
slik	ADV	ADV	418	ud
slikt	DET	DET	34	ud
slutte	VERB	LVERB	51	ud
sogar	ADV	ADV	4	ud
som	SCONJ	SCONJ	4759	ud
spørre	VERB	LVERB	115	ud
stikk	ADV	ADV	10	ud
svare	VERB	LVERB	85	ud
synes	VERB	LVERB	146	ud
så	ADV	ADV	1032	ud
sånn	ADV	ADV	73	ud
sånt	PRON	PRON	12	ud
sør	ADP	ADP	28	ud
t.v.	ADV	ADV	3	ud
temmelig	ADV	ADV	4	ud
til	ADP	ADP	4138	ud
tilbake	ADP	ADP	165	ud
tillate	VERB	LVERB	27	ud
tilsammen	ADV	ADV	6	ud
tilstede	ADP	ADP	8	ud
tjene	VERB	LVERB	36	ud
tro	VERB	LVERB	287	ud
tross	ADP	ADP	57	ud
tvert	ADV	ADV	17	ud
tørre	VERB	LVERB	30	ud
uansett	ADV	ADV	46	ud
under	ADP	ADP	252	ud
understreke	VERB	LVERB	44	ud
unna	ADP	ADP	38	ud
unntatt	ADP	ADP	5	ud
ut	ADV	ADV	614	ud
ute	ADP	ADP	56	ud
utelukkende	ADV	ADV	5	ud
uten	ADP	ADP	244	ud
utenfor	ADP	ADP	78	ud
utenfra	ADV	ADV	4	ud
utenom	ADP	ADP	10	ud
utfor	ADP	ADP	6	ud
utover	ADP	ADP	35	ud
uttale	VERB	LVERB	47	ud
ved	ADP	ADP	534	ud
vedta	VERB	LVERB	41	ud
vekk	ADV	ADV	19	ud
vel	ADV	ADV	91	ud
velge	VERB	LVERB	123	ud
verken	CCONJ	CCONJ	14	ud
vest	ADP	ADP	16	ud
vi	PRON	PRON	2216	ud
via	ADP	ADP	23	ud
ville	AUX	AUX	1384	ud
virke	VERB	LVERB	85	ud
vise	VERB	LVERB	279	ud
visstnok	ADV	ADV	4	ud
vite	VERB	LVERB	258	ud
vurdere	VERB	LVERB	65	ud
vår	PRON	PRON	328	ud
være	AUX	AUX	8868	ud
å	PART	PART	4325	ud
ønske	VERB	LVERB	229	ud
øst	ADP	ADP	13	ud
