# aligned companion of POSNoise_PatternList_De_v3.0.txt; evidence: UD_German-GSD (15589 sentences)
# entry	upos	class	evidence_count
als zb	ADP	MWE	1659
alsbald	ADV	ADV	1
alsdann	-	UNK	0
also	ADV	ADV	77
also gut	ADV	MWE	77
am	PROPN	OTH	2
am ende	PROPN	MWE	2
am ende von	PROPN	MWE	2
an	ADP	ADP	1914
an sich	ADP	MWE	1914
andauernd	-	UNK	0
andere	DET	DET	110
anderem	DET	DET	91
anderen	DET	DET	161
anderer	DET	DET	391
andererseits	ADV	ADV	15
anderes	DET	DET	6
andern	-	UNK	0
andernfalls	-	UNK	0
andernorts	-	UNK	0
anders	ADV	ADV	22
anders ausgedrückt	ADV	MWE	22
anders gesagt	ADV	MWE	22
anderswo	ADV	ADV	3
anderthalb	NUM	NUM	2
anfangs	ADV	ADV	17
angeblich	ADJ	OTH	17
angenommen dass	VERB	MWE	14
angesichts	ADP	ADP	5
anlässlich	ADP	ADP	6
annähernd	ADJ	OTH	4
ans	-	UNK	0
anscheinend	ADV	ADV	1
anschließend	ADJ	OTH	61
ansonsten	ADV	ADV	14
anstatt	ADP	ADP	5
anstelle	ADP	ADP	5
apropos	-	UNK	0
arg	ADJ	OTH	3
au	PROPN	OTH	1
aua	-	UNK	0
auch	ADV	ADV	1346
auf	ADP	ADP	1680
auf alle fälle	ADP	MWE	1680
auf dass	ADP	MWE	1680
auf daß	ADP	MWE	1680
auf der anderen seite	ADP	MWE	1680
auf der einen seite	ADP	MWE	1680
auf grund	ADP	MWE	1680
auf jeden fall	ADP	MWE	1680
aufeinander	ADV	ADV	8
aufer	-	UNK	0
auffallend	ADJ	OTH	4
aufgrund	ADP	ADP	75
aufm	-	UNK	0
aufn	-	UNK	0
aufs	-	UNK	0
aufs neue	-	MWE	0
aufwärts	ADV	ADV	2
augenfällig	-	UNK	0
augenscheinlich	ADJ	OTH	1
aus	ADP	ADP	1039
ausdrücklich	ADJ	OTH	6
auseinander	ADV	ADV	4
ausgenommen	VERB	LVERB	3
ausgerechnet	ADV	ADV	4
ausgesprochen	ADJ	OTH	14
ausm	-	UNK	0
ausnahmslos	ADJ	OTH	1
ausnahmslos alle	ADJ	MWE	1
ausnehmend	-	UNK	0
ausschliesslich	-	UNK	0
ausschließlich	ADJ	OTH	24
aussen	ADV	ADV	2
ausser	-	UNK	0
ausser dass	-	MWE	0
ausser wenn	-	MWE	0
ausserdem	ADV	ADV	4
ausserhalb	-	UNK	0
autsch	-	UNK	0
außen	ADV	ADV	18
außer	ADP	ADP	17
außer dass	ADP	MWE	17
außer wenn	ADP	MWE	17
außerdem	ADV	ADV	90
außerhalb	ADP	ADP	18
bah	-	UNK	0
bald	ADV	ADV	47
bald bald	ADV	MWE	47
baldigst	-	UNK	0
bedauerlicherweise	-	UNK	0
bedingt	ADJ	OTH	9
behufs	-	UNK	0
bei	ADP	ADP	1186
bei alledem	ADP	MWE	1186
bei weitem	ADP	MWE	1186
beide	DET	DET	179
beiden	DET	DET	130
beider	DET	DET	7
beiderseits	ADV	ADV	2
beides	DET	DET	3
beie	-	UNK	0
beieinander	ADV	ADV	1
beileibe nicht	-	MWE	0
beim	-	UNK	0
beinahe	ADV	ADV	5
beiseite	ADV	ADV	1
beispiel	NOUN	OTH	55
beispielsweise	ADV	ADV	46
bekanntermassen	-	UNK	0
bekanntermaßen	-	UNK	0
bekanntlich	-	UNK	0
bereits	ADV	ADV	182
besonders	ADV	ADV	78
beste grüße	ADJ	MWE	30
besten dank	ADJ	MWE	44
bestenfalls	-	UNK	0
bestimmt	ADJ	OTH	53
beständig	-	UNK	0
betreffs	-	UNK	0
bevor	SCONJ	SCONJ	38
bewusst	ADJ	OTH	8
bezeichnenderweise	ADV	ADV	1
beziehungsweise	CCONJ	CCONJ	8
beziehungsweise auch	CCONJ	MWE	8
bezüglich	ADP	ADP	2
bin	AUX	AUX	83
binnen	ADP	ADP	2
bis	ADP	ADP	875
bis an	ADP	MWE	875
bis auf	ADP	MWE	875
bis zu	ADP	MWE	875
bis zum	ADP	MWE	875
bisher	ADV	ADV	30
bisschen	ADV	ADV	4
bist	AUX	AUX	4
biste	-	UNK	0
bisweilen	ADJ	OTH	1
bitte	ADV	ADV	8
bitte schön	ADV	MWE	8
bitte sehr	ADV	MWE	8
bitter	ADJ	OTH	10
bitteschön	-	UNK	0
bittesehr	-	UNK	0
bißchen	ADV	ADV	1
blabla	-	UNK	0
bloss	-	UNK	0
bloss dass	-	MWE	0
bloß	ADJ	OTH	5
bloß dass	ADJ	MWE	5
boa	PROPN	OTH	1
boah	-	UNK	0
bspw	ADJ	OTH	1
bspw.	-	UNK	0
bzw	CCONJ	CCONJ	6
bzw.	ADV	ADV	2
bäh	-	UNK	0
ciao	-	UNK	0
d.h.	X	OTH	4
da	SCONJ	SCONJ	244
dabei	ADV	ADV	181
dadurch	ADV	ADV	47
dafuer	-	UNK	0
dafür	ADV	ADV	52
dagegen	ADV	ADV	29
daheim	ADV	ADV	4
daher	ADV	ADV	55
dahin	ADV	ADV	25
dahinein	-	UNK	0
dahingegen	-	UNK	0
dahingehend	-	UNK	0
dahinter	ADV	ADV	3
damals	ADV	ADV	56
damit	ADV	ADV	180
danach	ADV	ADV	88
daneben	ADV	ADV	32
dank	NOUN	OTH	35
danke	NOUN	OTH	9
danke schön	NOUN	MWE	9
danke sehr	NOUN	MWE	9
dankenswerterweise	-	UNK	0
dankeschön	NOUN	OTH	2
dann	ADV	ADV	217
dann und wann	ADV	MWE	217
daran	ADV	ADV	21
darauf	ADV	ADV	77
darauffolgend	ADJ	OTH	3
daraus	ADV	ADV	13
daraus ergibt sich	ADV	MWE	13
daraus folgt	ADV	MWE	13
darf	AUX	AUX	19
darfst	-	UNK	0
darin	ADV	ADV	37
darum	ADV	ADV	11
darum herum	ADV	MWE	11
darunter	ADV	ADV	41
darüber	ADV	ADV	46
darüber hinaus	ADV	MWE	46
das	DET	DET	2652
das da	DET	MWE	2652
das eine oder andere	DET	MWE	2652
das heisst	DET	MWE	2652
das heißt	DET	MWE	2652
das meinige	DET	MWE	2652
das was	DET	MWE	2652
daselbst	-	UNK	0
dass	SCONJ	SCONJ	531
dasselbe	-	UNK	0
dasselbige	-	UNK	0
dauernd	ADJ	OTH	4
davon	ADV	ADV	81
davon abgesehen	ADV	MWE	81
davor	ADV	ADV	9
dawider	-	UNK	0
dazu	ADV	ADV	100
dazumal	-	UNK	0
dazwischen	ADV	ADV	2
daß	SCONJ	SCONJ	129
de	PROPN	OTH	148
definitiv	ADJ	OTH	3
deim	-	UNK	0
dein	DET	DET	5
deine	-	UNK	0
deinem	-	UNK	0
deinen	DET	DET	3
deiner	-	UNK	0
deines	-	UNK	0
deinige	-	UNK	0
deins	-	UNK	0
dem	DET	DET	6048
dem anschein nach	DET	MWE	6048
dem vernehmen nach	DET	MWE	6048
dementsprechend	ADJ	OTH	4
demgegenüber	-	UNK	0
demgemäss	-	UNK	0
demgemäß	-	UNK	0
demhingegen	-	UNK	0
demjenigen	DET	DET	4
demnach	ADV	ADV	5
demnächst	ADV	ADV	2
demselben	DET	DET	1
demzufolge	ADV	ADV	2
den	DET	DET	2790
den berichten zufolge	DET	MWE	2790
denen	PRON	PRON	86
denjenigen	DET	DET	1
denkbar	ADJ	OTH	1
denn	SCONJ	SCONJ	54
dennoch	ADV	ADV	23
denselben	DET	DET	1
der	DET	DET	31668
der da	DET	MWE	31668
der eine oder andere	DET	MWE	31668
der großteil	DET	MWE	31668
der meinige	DET	MWE	31668
der reihe nach	DET	MWE	31668
der seinige	DET	MWE	31668
derart	ADV	ADV	4
dereinst	-	UNK	0
deren	PRON	PRON	97
derentwegen	-	UNK	0
derer	PRON	PRON	4
derethalben	-	UNK	0
deretwegen	-	UNK	0
dergleichen	DET	DET	1
derjenige	DET	DET	10
derjenigen	DET	DET	1
derlei	-	UNK	0
dermassen	-	UNK	0
dermaßen	ADV	ADV	2
derselbe	DET	DET	23
derselben	DET	DET	8
derselbige	-	UNK	0
derzeit	ADV	ADV	22
des	DET	DET	2097
des weiteren	DET	MWE	2097
des öfteren	DET	MWE	2097
deshalb	ADV	ADV	63
desjenigen	-	UNK	0
desselben	DET	DET	6
dessen	PRON	PRON	92
dessen ungeachtet	PRON	MWE	92
dessenthalben	-	UNK	0
dessentwegen	-	UNK	0
desto	CCONJ	CCONJ	1
desungeachtet	-	UNK	0
deswegen	ADV	ADV	11
desweiteren	-	UNK	0
deutlich	ADJ	OTH	53
dh	-	UNK	0
dich	PRON	PRON	2
dich selbst	PRON	MWE	2
die	DET	DET	8014
die da	DET	MWE	8014
die hälfte	DET	MWE	8014
die mehrzahl	DET	MWE	8014
die meinige	DET	MWE	8014
die seinige	DET	MWE	8014
diejenige	DET	DET	1
diejenigen	DET	DET	3
dies	DET	DET	139
dies und das	DET	MWE	139
diese	DET	DET	401
dieselbe	DET	DET	3
dieselben	DET	DET	3
dieselbige	-	UNK	0
diesem	DET	DET	183
diesen	DET	DET	85
dieser	DET	DET	1274
dieses	DET	DET	144
diesmal	ADV	ADV	13
diesseits	-	UNK	0
dieweil	-	UNK	0
dir	PRON	PRON	2
diverse	ADJ	OTH	3
doch	ADV	ADV	97
doch auch	ADV	MWE	97
dort	ADV	ADV	274
dorther	-	UNK	0
dorthin	ADV	ADV	7
draussen	ADV	ADV	1
draußen	ADV	ADV	4
drei	NUM	NUM	178
drei viertel	NUM	MWE	178
dreieinhalb	NUM	NUM	2
dreihundert	-	UNK	0
dreissig	-	UNK	0
dreitausend	-	UNK	0
dreiundzwanzig	-	UNK	0
dreiviertel	-	UNK	0
dreizehn	NUM	NUM	2
dreizehnte	-	UNK	0
dreißig	NUM	NUM	1
dreißigste	-	UNK	0
drin	ADV	ADV	2
drinnen	ADV	ADV	1
dritte	ADJ	OTH	26
drittel	NOUN	OTH	13
dritten	ADJ	OTH	38
drittens	-	UNK	0
dritter	ADJ	OTH	3
drittes	-	UNK	0
drunter	-	UNK	0
drüben	ADV	ADV	1
drüber	ADV	ADV	1
du	PRON	PRON	36
dummerweise	ADV	ADV	1
durch	ADP	ADP	691
durch die bank	ADP	MWE	691
durchaus	ADV	ADV	14
durchaus nicht	ADV	MWE	14
durcheinander	-	UNK	0
durchgehend	ADJ	OTH	7
durchgängig	ADJ	OTH	2
durchs	-	UNK	0
durchweg	ADV	ADV	5
durfte	AUX	AUX	8
durften	AUX	AUX	6
durftest	-	UNK	0
durftet	-	UNK	0
dutzend	NOUN	OTH	7
dutzende	NOUN	OTH	3
dürfen	AUX	AUX	70
dürft	-	UNK	0
dürfte	AUX	AUX	11
dürfte ich	AUX	MWE	11
dürften	AUX	AUX	5
dürftest	-	UNK	0
dürftet	-	UNK	0
eben	ADV	ADV	11
ebendas	-	UNK	0
ebendem	-	UNK	0
ebenden	-	UNK	0
ebender	-	UNK	0
ebendie	-	UNK	0
ebendiese	-	UNK	0
ebendiesem	-	UNK	0
ebendiesen	-	UNK	0
ebendieser	DET	DET	1
ebendieses	DET	DET	1
ebenfalls	ADV	ADV	96
ebenjene	-	UNK	0
ebenjenem	-	UNK	0
ebenjenen	-	UNK	0
ebenjener	-	UNK	0
ebenjenes	-	UNK	0
ebenso	ADV	ADV	48
ebenso wie	ADV	MWE	48
echt	ADJ	OTH	35
eh	-	UNK	0
ehe	NOUN	OTH	27
ehedem	-	UNK	0
eher	ADV	ADV	46
ehrlich	PROPN	OTH	7
ehrlich gesagt	PROPN	MWE	7
ehrlicherweise	-	UNK	0
ei	NOUN	OTH	8
eigens	ADV	ADV	5
eigentlich	ADJ	OTH	39
ein	DET	DET	5614
ein bisschen	DET	MWE	5614
ein drittel	DET	MWE	5614
ein gewisser teil	DET	MWE	5614
ein gewisses maß	DET	MWE	5614
ein großteil	DET	MWE	5614
ein großteil von	DET	MWE	5614
ein gutteil	DET	MWE	5614
ein halb	DET	MWE	5614
ein jeder	DET	MWE	5614
ein jeglicher	DET	MWE	5614
ein jegliches	DET	MWE	5614
ein klein wenig	DET	MWE	5614
ein neuerliches mal	DET	MWE	5614
ein stück weit	DET	MWE	5614
ein ums andere mal	DET	MWE	5614
ein viertel	DET	MWE	5614
ein weiteres mal	DET	MWE	5614
ein wenig	DET	MWE	5614
einander	PRON	PRON	1
eine	DET	DET	1683
eine art	DET	MWE	1683
eine art von	DET	MWE	1683
eine jede	DET	MWE	1683
eineinhalb	NUM	NUM	1
einem	DET	DET	599
einen	DET	DET	604
einer	DET	DET	747
einerlei	-	UNK	0
einerseits	ADV	ADV	11
eines	DET	DET	287
einfach	ADV	ADV	90
eingangs	ADV	ADV	1
einhundert	-	UNK	0
einige	DET	DET	168
einigem	DET	DET	1
einigen	DET	DET	39
einiger	DET	DET	13
einigermassen	-	UNK	0
einigermaßen	ADV	ADV	4
einigermaßen gut	ADV	MWE	4
einiges	DET	DET	6
einmal	ADV	ADV	54
eins	DET	DET	5
einst	ADV	ADV	12
einstmals	ADV	ADV	1
eintausend	-	UNK	0
einzelne	ADJ	OTH	17
einzelnen	ADJ	OTH	29
einzig	ADJ	OTH	48
einzig und allein	ADJ	MWE	48
einzige	ADJ	OTH	26
einzigen	ADJ	OTH	9
einziges	ADJ	OTH	2
eklatant	-	UNK	0
elf	NUM	NUM	12
elfeinhalb	-	UNK	0
elfte	-	UNK	0
eminent	-	UNK	0
ende	NOUN	OTH	141
endlich	ADV	ADV	22
enorm	ADJ	OTH	5
entgegen	ADP	ADP	8
entlang	ADP	ADP	25
entschuldige	-	UNK	0
entschuldigen sie	VERB	MWE	3
entschuldigung	-	UNK	0
entsprechend	ADJ	OTH	44
entweder	CCONJ	CCONJ	17
entweder oder	CCONJ	MWE	17
er	PRON	PRON	2429
erfreulicherweise	-	UNK	0
ergo	NOUN	OTH	1
ergänzend	ADJ	OTH	2
erheblich	ADJ	OTH	17
erkennbar	ADJ	OTH	9
erneut	ADJ	OTH	45
erneuter	-	UNK	0
ersichtlich	ADJ	OTH	1
erst	ADJ	OTH	565
erstaunlicherweise	-	UNK	0
erste	ADJ	OTH	172
ersten	ADJ	OTH	236
erstens	ADV	ADV	3
erster	ADJ	OTH	30
ersterer	-	UNK	0
ersteres	-	UNK	0
erstes	ADJ	OTH	14
erwiesenermassen	-	UNK	0
erwiesenermaßen	-	UNK	0
es	PRON	PRON	1108
es tut mir leid	PRON	MWE	1108
et cetera	CCONJ	MWE	13
etc	-	UNK	0
etc.	X	OTH	11
etliche	DET	DET	9
etliche male	DET	MWE	9
etlichen	DET	DET	3
etwa	ADV	ADV	213
etwas	ADV	ADV	80
etwelche	-	UNK	0
etwelchen	-	UNK	0
euch	PRON	PRON	7
euch selbst	PRON	MWE	7
euer	DET	DET	6
eure	DET	DET	1
eurem	-	UNK	0
euren	DET	DET	2
eurer	DET	DET	3
eures	-	UNK	0
eurige	-	UNK	0
eventuell	ADJ	OTH	5
evtl	ADJ	OTH	2
evtl.	ADV	ADV	1
exemplarisch	-	UNK	0
exklusiv	ADJ	OTH	3
extrem	ADJ	OTH	15
ey	-	UNK	0
fairerweise	-	UNK	0
falls	SCONJ	SCONJ	12
falls nötig	SCONJ	MWE	12
fast	ADV	ADV	77
fei	PROPN	OTH	2
felsenfest	ADJ	OTH	1
fern	ADV	ADV	24
ferner	ADV	ADV	20
folgende	ADJ	OTH	21
folgenden	ADJ	OTH	34
folgender	ADJ	OTH	2
folgendermaßen	ADV	ADV	1
folgerichtig	ADJ	OTH	2
folglich	-	UNK	0
fort	ADV	ADV	25
fortan	ADV	ADV	13
fortwährend	ADJ	OTH	1
fraglos	-	UNK	0
freilich	ADV	ADV	6
freiwillig	ADJ	OTH	7
freundlicherweise	-	UNK	0
früher	ADJ	OTH	33
fuer	ADP	ADP	2
fälschlicherweise	ADV	ADV	1
förmlich	ADJ	OTH	1
fünf	NUM	NUM	77
fünfeinhalb	-	UNK	0
fünfhundert	-	UNK	0
fünfhunderttausend	-	UNK	0
fünfte	ADJ	OTH	11
fünftel	NOUN	OTH	1
fünften	ADJ	OTH	9
fünftens	-	UNK	0
fünfter	NOUN	OTH	4
fünftes	-	UNK	0
fünfunddreißig	-	UNK	0
fünfzehn	NUM	NUM	1
fünfzehntausend	-	UNK	0
fünfzehnte	-	UNK	0
fünfzig	NUM	NUM	1
für	ADP	ADP	1633
für gewöhnlich	ADP	MWE	1633
fürderhin	ADV	ADV	1
füreinander	-	UNK	0
fürs	-	UNK	0
ganz	ADJ	OTH	125
ganz bestimmt	ADJ	MWE	125
ganz gerne	ADJ	MWE	125
ganz im gegenteil	ADJ	MWE	125
ganz schön	ADJ	MWE	125
ganz sicher	ADJ	MWE	125
ganz und gar	ADJ	MWE	125
ganz und gar nicht	ADJ	MWE	125
ganz wie	ADJ	MWE	125
ganze	ADJ	OTH	25
ganzen	ADJ	OTH	27
ganzer	ADJ	OTH	3
ganzes	ADJ	OTH	4
gar	ADV	ADV	31
gar keine	ADV	MWE	31
gar nicht	ADV	MWE	31
garantiert	-	UNK	0
gedurft	-	UNK	0
gegebenenfalls	ADV	ADV	2
gegen	ADP	ADP	233
gegeneinander	ADV	ADV	2
gegens	-	UNK	0
gegenseitig	ADJ	OTH	6
gegenwärtig	ADJ	OTH	4
gegenüber	ADP	ADP	54
gehabt	VERB	LVERB	10
gekonnt	ADJ	OTH	1
gelegentlich	ADJ	OTH	13
gell	-	UNK	0
gelle	-	UNK	0
gemeinhin	-	UNK	0
gemeiniglich	-	UNK	0
gemocht	-	UNK	0
gemusst	-	UNK	0
gemäss	-	UNK	0
gemäß	ADP	ADP	4
gen	NOUN	OTH	7
genau	ADJ	OTH	61
genau wie	ADJ	MWE	61
genauso wie	ADV	MWE	11
generell	ADJ	OTH	6
genug	ADV	ADV	10
genügend	ADJ	OTH	7
gerade	ADV	ADV	44
geradeaus	ADJ	OTH	1
geradeheraus	-	UNK	0
geradezu	ADV	ADV	2
gern	ADV	ADV	10
gern geschehen	ADV	MWE	10
gerüchteweise	-	UNK	0
geschweige	-	UNK	0
geschätzt	VERB	LVERB	7
gesetzt den fall	VERB	MWE	15
gesollt	-	UNK	0
gestern	ADV	ADV	3
gewaltig	ADJ	OTH	3
gewesen	AUX	AUX	45
gewiss	-	UNK	0
gewisse	ADJ	OTH	10
gewissermaen	-	UNK	0
gewissermaßen	-	UNK	0
gewisslich	-	UNK	0
gewiß	ADJ	OTH	15
gewollt	NOUN	OTH	1
geworden	VERB	LVERB	31
gewöhnlich	ADJ	OTH	7
gezwungenermassen	-	UNK	0
gezwungenermaßen	-	UNK	0
ggf	ADJ	OTH	1
ggf.	ADV	ADV	1
gleich	ADJ	OTH	78
gleich wie	ADJ	MWE	78
gleichermassen	-	UNK	0
gleichermaßen	ADV	ADV	2
gleichfalls	ADV	ADV	1
gleichsam	ADV	ADV	3
gleichviel	-	UNK	0
gleichwie	ADP	ADP	1
gleichwohl	ADV	ADV	6
glücklicherweise	ADJ	OTH	1
gottseidank	-	UNK	0
grundsätzlich	ADJ	OTH	15
größtenteils	ADV	ADV	8
grüß gott	-	MWE	0
gut möglich	ADJ	MWE	459
gänzlich	ADJ	OTH	4
hab	AUX	AUX	14
hab's	-	UNK	0
habe	AUX	AUX	188
haben	AUX	AUX	1496
habend	-	UNK	0
habenden	-	UNK	0
habs	-	UNK	0
habt	AUX	AUX	1
halb	ADJ	OTH	13
halber	-	UNK	0
halbwegs	ADV	ADV	1
hallo	INTJ	INTJ	5
halt	ADV	ADV	6
hast	AUX	AUX	2
haste	-	UNK	0
hat	AUX	AUX	478
hat's	-	UNK	0
hats	-	UNK	0
hatte	AUX	AUX	336
hatten	AUX	AUX	96
hattest	-	UNK	0
hattet	-	UNK	0
haufenweise	-	UNK	0
hauptsächlich	ADJ	OTH	29
he	PROPN	OTH	2
hej	-	UNK	0
her	ADV	ADV	20
herab	ADV	ADV	3
heran	ADV	ADV	1
herauf	-	UNK	0
heraus	ADV	ADV	31
herbei	ADV	ADV	2
herein	-	UNK	0
hernach	-	UNK	0
herrje	-	UNK	0
herrjemine	-	UNK	0
herunter	-	UNK	0
hervor	ADV	ADV	20
herzlichen dank	ADJ	MWE	1
herüber	-	UNK	0
heute	ADV	ADV	242
hey	-	UNK	0
hi	-	UNK	0
hie und da	-	MWE	0
hier	ADV	ADV	256
hier und da	ADV	MWE	256
hieran	-	UNK	0
hierauf	ADV	ADV	1
hieraus	ADV	ADV	1
hieraus folgt	ADV	MWE	1
hierbei	ADV	ADV	19
hierdurch	ADV	ADV	1
hierfür	ADV	ADV	14
hiergegen	-	UNK	0
hierher	ADV	ADV	6
hierhin	-	UNK	0
hierin	ADV	ADV	1
hiermit	ADV	ADV	1
hiernach	-	UNK	0
hierunter	-	UNK	0
hiervon	ADV	ADV	2
hierzu	ADV	ADV	13
hierüber	ADV	ADV	2
hin	ADV	ADV	57
hin und wieder	ADV	MWE	57
hinab	ADV	ADV	1
hinauf	ADV	ADV	3
hinaus	ADV	ADV	29
hinein	ADV	ADV	1
hingegen	ADV	ADV	15
hinlänglich	-	UNK	0
hinsichtlich	ADP	ADP	5
hinten	ADV	ADV	14
hinter	ADP	ADP	42
hintereinander	ADV	ADV	3
hinterher	ADV	ADV	2
hinterm	-	UNK	0
hintern	-	UNK	0
hinters	-	UNK	0
hinunter	-	UNK	0
hinweg	ADP	ADP	2
hinwiederum	-	UNK	0
hinüber	-	UNK	0
hm	-	UNK	0
hmm	-	UNK	0
hochachtungsvoll	-	UNK	0
hoppla	-	UNK	0
huch	-	UNK	0
hundert	NUM	NUM	14
hundertausend	-	UNK	0
hunderte	NUM	NUM	1
hundertprozentig	ADJ	OTH	1
hundertste	-	UNK	0
hundertstel	-	UNK	0
hunderttausend	-	UNK	0
hurra	-	UNK	0
hä	-	UNK	0
häh	-	UNK	0
hälfte	NOUN	OTH	37
hätte	AUX	AUX	41
hätten	AUX	AUX	34
hättest	-	UNK	0
hättet	-	UNK	0
häufig	ADJ	OTH	53
höchst	PROPN	OTH	3
höchstens	ADV	ADV	2
höchstpersönlich	-	UNK	0
höchstwahrscheinlich	-	UNK	0
höllisch	ADJ	OTH	1
ich	PRON	PRON	830
icke	-	UNK	0
igitt	-	UNK	0
ihm	PRON	PRON	185
ihn	PRON	PRON	140
ihnen	PRON	PRON	63
ihr	DET	DET	761
ihre	DET	DET	227
ihrem	DET	DET	78
ihren	DET	DET	129
ihrer	DET	DET	125
ihres	DET	DET	28
ihrige	-	UNK	0
ihrs	-	UNK	0
im	-	UNK	0
im allgemeinen	-	MWE	0
im endeffekt	-	MWE	0
im ergebnis	-	MWE	0
im falle dass	-	MWE	0
im folgenden	-	MWE	0
im gegensatz	-	MWE	0
im gegensatz dazu	-	MWE	0
im gegensatz zu	-	MWE	0
im gegenteil	-	MWE	0
im grossen und ganzen	-	MWE	0
im großen und ganzen	-	MWE	0
im grunde genommen	-	MWE	0
im laufe von	-	MWE	0
im notfall	-	MWE	0
im prinzip	-	MWE	0
im vergleich mit	-	MWE	0
im vergleich zu	-	MWE	0
im verlauf von	-	MWE	0
im weiteren	-	MWE	0
im wesentlichen	-	MWE	0
im zweifel	-	MWE	0
im zweifelsfall	-	MWE	0
im übrigen	-	MWE	0
immer	ADV	ADV	189
immer mal wieder	ADV	MWE	189
immer wieder	ADV	MWE	189
immer wieder aufs neue	ADV	MWE	189
immerhin	ADV	ADV	10
immerzu	-	UNK	0
in	ADP	ADP	7702
in allen belangen	ADP	MWE	7702
in der art	ADP	MWE	7702
in der konsequenz	ADP	MWE	7702
in der regel	ADP	MWE	7702
in der tat	ADP	MWE	7702
in diesem zusammenhang	ADP	MWE	7702
in etwa	ADP	MWE	7702
in gewissem masse	ADP	MWE	7702
in gewissem maße	ADP	MWE	7702
in jedem fall	ADP	MWE	7702
in jeder hinsicht	ADP	MWE	7702
in keiner weise	ADP	MWE	7702
in keinster weise	ADP	MWE	7702
in vollem umfang	ADP	MWE	7702
indem	SCONJ	SCONJ	21
indes	ADV	ADV	3
indessen	ADV	ADV	3
ineinander	ADV	ADV	8
infolge	ADP	ADP	10
infolgedessen	ADV	ADV	1
inmitten	ADP	ADP	6
inne	ADV	ADV	6
innen	ADV	ADV	9
inner	ADJ	OTH	14
innerhalb	ADP	ADP	54
ins	-	UNK	0
insbesondere	ADV	ADV	74
insofern	ADV	ADV	6
interessanterweise	ADV	ADV	1
inwiefern	-	UNK	0
inwieweit	ADV	ADV	3
inzwischen	ADV	ADV	30
irgend	ADV	ADV	1
irgendein	DET	DET	6
irgendeine	DET	DET	1
irgendeinem	DET	DET	2
irgendeinen	-	UNK	0
irgendeiner	DET	DET	1
irgendetwas	PRON	PRON	1
irgendjemand	-	UNK	0
irgendjemand anderes	-	MWE	0
irgendjemanden	-	UNK	0
irgendsowas	-	UNK	0
irgendwann	ADV	ADV	3
irgendwas	PRON	PRON	1
irgendwelche	DET	DET	3
irgendwer	PRON	PRON	1
irgendwie	ADV	ADV	4
irgendwo	ADV	ADV	3
irre	ADJ	OTH	1
isses	-	UNK	0
ist	AUX	AUX	2120
ja	ADV	ADV	27
ja wohl	ADV	MWE	27
jaja	-	UNK	0
jau	-	UNK	0
jawohl	-	UNK	0
je	ADV	ADV	43
je desto	ADV	MWE	43
je nachdem	ADV	MWE	43
je nachdem ob	ADV	MWE	43
je umso	ADV	MWE	43
jede	DET	DET	36
jede menge	DET	MWE	36
jedem	DET	DET	29
