# aligned companion of POSNoise_PatternList_Lv_v1.0.txt; evidence: UD_Latvian-LVTB (19580 sentences) + target corpus (0 tokens tagged)
# entry	upos	class	evidence_count	source
pārliecināt	VERB	LVERB	54	ud
pārliecināties	VERB	LVERB	22	ud
pārāk	ADV	ADV	80	ud
pēc	ADP	ADP	968	ud
pērn	ADV	ADV	50	ud
rakstīt	VERB	LVERB	96	ud
reiz	ADV	ADV	59	ud
reizēm	ADV	ADV	33	ud
rosināt	VERB	LVERB	16	ud
rīt	ADV	ADV	21	ud
sacīt	VERB	LVERB	266	ud
saprast	VERB	LVERB	225	ud
saukt	VERB	LVERB	108	ud
sava	DET	DET	677	ud
savs	DET	DET	474	ud
savukārt	ADV	ADV	213	ud
savulaik	ADV	ADV	17	ud
savējs	DET	DET	11	ud
secināt	VERB	LVERB	56	ud
sen	ADV	ADV	40	ud
sevis	PRON	PRON	318	ud
skaidrot	VERB	LVERB	89	ud
smieties	VERB	LVERB	44	ud
solīt	VERB	LVERB	36	ud
spiest	VERB	LVERB	42	ud
spriest	VERB	LVERB	42	ud
spēt	VERB	LVERB	230	ud
starp	ADP	ADP	180	ud
stāstīt	VERB	LVERB	184	ud
sākt	VERB	LVERB	354	ud
tad	ADV	ADV	656	ud
tagad	ADV	ADV	244	ud
tak	PART	PART	7	ud
tapt	VERB	LVERB	74	ud
tas	DET	DET	3509	ud
tava	DET	DET	32	ud
tavs	DET	DET	29	ud
taču	CCONJ	CCONJ	538	ud
te	ADV	ADV	138	ud
teikt	VERB	LVERB	326	ud
teju	ADV	ADV	24	ud
ticēt	VERB	LVERB	71	ud
tieši	PART	PART	221	ud
tiešām	PART	PART	64	ud
tik	ADV	ADV	343	ud
tikai	PART	PART	707	ud
tikko	ADV	ADV	31	ud
tiklīdz	SCONJ	SCONJ	23	ud
tikmēr	ADV	ADV	35	ud
tikpat	ADV	ADV	57	ud
tikpat kā	ADV	MWE	57	ud
tikt	AUX	AUX	1284	ud
tikvien	PART	PART	10	ud
tipa	NOUN	OTH	19	ud
tobrīd	ADV	ADV	18	ud
tolaik	ADV	ADV	17	ud
tomēr	CCONJ	CCONJ	319	ud
toreiz	ADV	ADV	41	ud
tostarp	ADV	ADV	30	ud
toties	CCONJ	CCONJ	24	ud
traucēt	VERB	LVERB	33	ud
tu	PRON	PRON	489	ud
tur	ADV	ADV	270	ud
turklāt	PART	PART	128	ud
turpat	ADV	ADV	25	ud
turpināt	VERB	LVERB	149	ud
turpmāk	ADV	ADV	36	ud
turpretim	CCONJ	CCONJ	5	ud
turpretī	CCONJ	CCONJ	7	ud
tuvu	ADV	ADV	44	ud
tā	DET	DET	2148	ud
tā ka	DET	MWE	2148	ud
tā kā	DET	MWE	2148	ud
tāda	DET	DET	202	ud
tāds	DET	DET	276	ud
tāds kā	DET	MWE	276	ud
tādu kā	DET	MWE	102	ud
tādā kā	DET	MWE	61	ud
tādējādi	ADV	ADV	85	ud
tādēļ	ADV	ADV	102	ud
tālu	ADV	ADV	74	ud
tāpat	PART	PART	179	ud
tāpat kā	PART	MWE	179	ud
tāpēc	ADV	ADV	277	ud
tāpēc ka	ADV	MWE	277	ud
tātad	CCONJ	CCONJ	59	ud
tūlīt	ADV	ADV	32	ud
un	CCONJ	CCONJ	8787	ud
uz	ADP	ADP	2045	ud
uzreiz	ADV	ADV	63	ud
uzskatīt	VERB	LVERB	204	ud
uzsvērt	VERB	LVERB	92	ud
uzzināt	VERB	LVERB	62	ud
vai	CCONJ	CCONJ	1409	ud
vai arī	CCONJ	MWE	1409	ud
vai nu	CCONJ	MWE	1409	ud
vaicāt	VERB	LVERB	25	ud
vairs	ADV	ADV	199	ud
vairāk nekā	ADV	MWE	315	ud
vairāki	DET	DET	233	ud
vairākkārt	ADV	ADV	17	ud
vajadzēt	VERB	LVERB	223	ud
vakar	ADV	ADV	29	ud
varbūt	PART	PART	127	ud
varēt	VERB	LVERB	1742	ud
vaļā	ADV	ADV	29	ud
viegli	ADV	ADV	103	ud
vien	PART	PART	265	ud
vienalga	ADV	ADV	19	ud
vienkārši	ADV	ADV	93	ud
vienlaikus	ADV	ADV	48	ud
vienmēr	ADV	ADV	160	ud
vienoties	VERB	LVERB	29	ud
vienīgi	PART	PART	40	ud
virs	ADP	ADP	35	ud
virsū	ADV	ADV	26	ud
vis	PART	PART	6	ud
visa	DET	DET	321	ud
vismaz	ADV	ADV	115	ud
vispirms	ADV	ADV	46	ud
vispār	ADV	ADV	72	ud
viss	DET	DET	898	ud
visur	ADV	ADV	16	ud
viņa	PRON	PRON	1562	ud
viņš	PRON	PRON	2135	ud
vēl	ADV	ADV	608	ud
vēlreiz	ADV	ADV	39	ud
vēlu	ADV	ADV	110	ud
vēlēties	VERB	LVERB	221	ud
vērā	ADV	ADV	93	ud
vēstīt	VERB	LVERB	39	ud
zem	ADP	ADP	79	ud
zināt	VERB	LVERB	394	ud
ziņot	VERB	LVERB	76	ud
ārpus	ADP	ADP	33	ud
ārā	ADV	ADV	77	ud
ātri	ADV	ADV	88	ud
īpaši	ADV	ADV	143	ud
ļaut	VERB	LVERB	154	ud
ļoti	ADV	ADV	478	ud
šaubīties	VERB	LVERB	20	ud
šeit	ADV	ADV	79	ud
šis	DET	DET	935	ud
šobrīd	ADV	ADV	101	ud
šodien	ADV	ADV	86	ud
šogad	ADV	ADV	90	ud
šoreiz	ADV	ADV	35	ud
šāda	DET	DET	179	ud
šāds	DET	DET	201	ud
šī	DET	DET	817	ud
šķist	VERB	LVERB	126	ud
