# aligned companion of POSNoise_PatternList_Fr_v1.0.txt; evidence: UD_French-GSD (16342 sentences)
# entry	upos	class	evidence_count
lequel	PRON	PRON	223
les	DET	DET	9870
les plus	DET	MWE	9870
lesquelles	PRON	PRON	26
lesquels	PRON	PRON	29
leur	DET	DET	507
leurs	DET	DET	214
loin	ADV	ADV	36
longtemps	ADV	ADV	47
lorsqu'	SCONJ	SCONJ	50
lorsque	SCONJ	SCONJ	118
lui	PRON	PRON	6632
lui-même	PRON	PRON	82
là	ADV	ADV	97
m'	PRON	PRON	61
ma	DET	DET	63
maintenant	ADV	ADV	38
mais	CCONJ	CCONJ	833
malgré	ADP	ADP	80
me	PRON	PRON	73
mes	DET	DET	36
mettre	VERB	LVERB	253
moi	PRON	PRON	734
moins	ADV	ADV	172
mon	DET	DET	73
même	ADJ	OTH	503
n' importe quel	ADV	MWE	823
ne	ADV	ADV	1637
ni	CCONJ	CCONJ	64
non	ADV	ADV	136
non plus	ADV	MWE	136
non seulement	ADV	MWE	136
nos	DET	DET	65
notamment	ADV	ADV	190
notre	DET	DET	88
nous	PRON	PRON	390
nul	ADJ	OTH	32
néanmoins	ADV	ADV	27
on	PRON	PRON	638
or	NOUN	OTH	69
ou	CCONJ	CCONJ	898
ou bien	CCONJ	MWE	898
outre	ADV	ADV	45
où	ADV	ADV	402
par	ADP	ADP	2470
par ailleurs	ADP	MWE	2470
par conséquent	ADP	MWE	2470
par contre	ADP	MWE	2470
par exemple	ADP	MWE	2470
paraître	VERB	LVERB	34
parce qu'	ADV	MWE	40
parce que	ADV	MWE	40
parfois	ADV	ADV	67
parmi	ADP	ADP	94
particulièrement	ADV	ADV	57
partout	ADV	ADV	16
pas	ADV	ADV	1048
passer	VERB	LVERB	218
pendant	ADP	ADP	201
personne	NOUN	OTH	171
petit à petit	ADJ	MWE	233
peu	ADV	ADV	248
peu à peu	ADV	MWE	248
peut-être	ADV	ADV	27
plus	ADV	ADV	1346
plus ou moins	ADV	MWE	1346
plus qu'	ADV	MWE	1346
plus que	ADV	MWE	1346
plusieurs	DET	DET	264
plutôt	ADV	ADV	45
pour	ADP	ADP	2531
pour autant	ADP	MWE	2531
pour l' instant	ADP	MWE	2531
pourquoi	ADV	ADV	44
pourtant	ADV	ADV	30
pouvoir	VERB	LVERB	767
prendre	VERB	LVERB	321
presque	ADV	ADV	38
principalement	ADV	ADV	42
près	ADV	ADV	124
puis	CCONJ	CCONJ	266
puisqu'	SCONJ	SCONJ	15
puisque	SCONJ	SCONJ	49
qu'	SCONJ	SCONJ	1026
quand	SCONJ	SCONJ	102
quand même	SCONJ	MWE	102
quant à	ADV	MWE	42
quasiment	ADV	ADV	3
que	SCONJ	SCONJ	2990
quel	ADJ	OTH	73
quelle	ADJ	OTH	28
quelqu'un	PRON	PRON	17
quelque	DET	DET	37
quelque peu	DET	MWE	37
quelquefois	ADV	ADV	1
quelques	DET	DET	151
qui	PRON	PRON	2162
quitte à	VERB	MWE	25
quoi	PRON	PRON	24
rarement	ADV	ADV	11
rester	VERB	LVERB	186
rien	PRON	PRON	76
s'	PRON	PRON	1049
sa	DET	DET	928
sans	ADP	ADP	249
sans cesse	ADP	MWE	249
sans doute	ADP	MWE	249
sauf	CCONJ	CCONJ	16
savoir	VERB	LVERB	119
se	PRON	PRON	1346
selon	ADP	ADP	229
sembler	VERB	LVERB	88
ses	DET	DET	793
seulement	ADV	ADV	74
si	SCONJ	SCONJ	330
si bien que	SCONJ	MWE	330
si ce n' est	SCONJ	MWE	330
simplement	ADV	ADV	34
sinon	ADV	ADV	12
soi	PRON	PRON	2348
soit	AUX	AUX	179
son	DET	DET	4371
sous	ADP	ADP	358
souvent	ADV	ADV	121
suivant	ADJ	OTH	112
sur	ADP	ADP	1686
surtout	ADV	ADV	81
tandis qu'	ADV	MWE	64
tandis que	ADV	MWE	64
tant	ADV	ADV	116
tant qu'	ADV	MWE	116
tant que	ADV	MWE	116
tard	ADV	ADV	124
tel	ADJ	OTH	123
telle	ADJ	OTH	33
tellement	ADV	ADV	6
tenir	VERB	LVERB	120
ton	NOUN	OTH	18
totalement	ADV	ADV	25
toujours	ADV	ADV	143
tour à tour	NOUN	MWE	132
tous	ADJ	OTH	265
tout	ADJ	OTH	847
tout de même	ADJ	MWE	847
tout à fait	ADJ	MWE	847
toute	ADJ	OTH	130
toutefois	ADV	ADV	67
toutes	ADJ	OTH	138
trop	ADV	ADV	73
trouver	VERB	LVERB	279
très	ADV	ADV	508
tu	PRON	PRON	16
tôt	ADV	ADV	15
un	DET	DET	10507
un peu	DET	MWE	10507
une	DET	DET	3727
une fois	DET	MWE	3727
unes	PRON	PRON	5
uniquement	ADV	ADV	14
uns	PRON	PRON	8
venir	VERB	LVERB	163
vers	ADP	ADP	225
via	ADP	ADP	24
voir	VERB	LVERB	240
voire	CCONJ	CCONJ	32
vos	DET	DET	31
votre	DET	DET	57
vouloir	VERB	LVERB	117
vous	PRON	PRON	296
y	PRON	PRON	541
y compris	PRON	MWE	541
à	ADP	ADP	10636
à bord	ADP	MWE	10636
à cause	ADP	MWE	10636
à compter	ADP	MWE	10636
à coté	ADP	MWE	10636
à côté	ADP	MWE	10636
à la fois	ADP	MWE	10636
à le contraire	ADP	MWE	10636
à le delà	ADP	MWE	10636
à le final	ADP	MWE	10636
à le lieu	ADP	MWE	10636
à le mieux	ADP	MWE	10636
à le moins	ADP	MWE	10636
à le sujet	ADP	MWE	10636
à le total	ADP	MWE	10636
à le vu	ADP	MWE	10636
à les côtés	ADP	MWE	10636
à mesure	ADP	MWE	10636
à moins	ADP	MWE	10636
à nouveau	ADP	MWE	10636
à part	ADP	MWE	10636
à partir	ADP	MWE	10636
à peine	ADP	MWE	10636
à peu près	ADP	MWE	10636
à propos	ADP	MWE	10636
à proximité	ADP	MWE	10636
à présent	ADP	MWE	10636
à savoir	ADP	MWE	10636
à travers	ADP	MWE	10636
ça	PRON	PRON	45
également	ADV	ADV	321
être	AUX	AUX	9631
