k	0	12	-3.38218	2.66914	-12.7134	-6.79378	-5.12934	-2.87795	-1.31312	-0.349501	0.00598802	0.0538922	0.329341	0	0.00598802	0.0239521	0.0239521	0.0299401	0.0778443	0.101796	0.0778443	0.137725	0.191617	0.107784	0.221557
k	0	13	-3.50979	2.71385	-16.6283	-6.52707	-4.98373	-3.12247	-1.46664	-0.183575	0.0120482	0.0481928	0.283133	0.0060241	0.0060241	0.0120482	0.0240964	0.0361446	0.0903614	0.0722892	0.13253	0.13253	0.204819	0.0963855	0.186747
k	0	14	-3.41598	2.47791	-9.07341	-7.46559	-4.91781	-2.66842	-1.6813	-0.453693	0	0.0727273	0.333333	0	0	0	0.0727273	0.0484848	0.0666667	0.0484848	0.109091	0.115152	0.206061	0.157576	0.175758
k	0	15	-3.49953	2.83666	-15.0085	-7.45552	-5.20427	-2.83428	-1.23176	-0.235168	0.0108696	0.076087	0.331522	0.00543478	0.00543478	0.0108696	0.0543478	0.0597826	0.0434783	0.0869565	0.0815217	0.13587	0.184783	0.108696	0.222826
k	0	16	-3.17807	2.62392	-13.2454	-6.62757	-4.61881	-2.65204	-1.12208	-0.0153709	0.0117647	0.0411765	0.364706	0	0.0117647	0.00588235	0.0235294	0.0411765	0.0529412	0.0823529	0.105882	0.141176	0.170588	0.123529	0.241176
k	0	17	-3.35464	2.9019	-14.0999	-7.58794	-4.99788	-2.62637	-0.985162	-0.110715	0.00591716	0.0710059	0.426036	0.00591716	0	0.0177515	0.0473373	0.0887574	0.0591716	0.0295858	0.0946746	0.106509	0.12426	0.171598	0.254438
k	0	18	-3.37009	2.52989	-12.7267	-6.52525	-4.88832	-2.97198	-1.50712	-0.467991	0.0120482	0.060241	0.319277	0	0.0120482	0.0060241	0.0421687	0.0120482	0.0662651	0.0722892	0.13253	0.144578	0.192771	0.13253	0.186747
k	0	19	-3.48691	2.82082	-14.0038	-6.93392	-4.99664	-2.90925	-1.41503	-0.463603	0.0129032	0.083871	0.341935	0.00645161	0.00645161	0.0193548	0.0516129	0.0193548	0.0645161	0.0774194	0.122581	0.116129	0.174194	0.135484	0.206452
k	0	20	-3.15826	2.5477	-11.2371	-7.00066	-4.93581	-2.38499	-1.15038	-0.103242	0	0.0520231	0.381503	0	0	0.00578035	0.0462428	0.0520231	0.0578035	0.0809249	0.0982659	0.0809249	0.196532	0.156069	0.225434
k	0	21	-3.33754	2.65802	-14.8982	-6.7078	-5.07669	-2.75086	-1.21298	-0.425762	0.00595238	0.0416667	0.375	0.00595238	0	0.0119048	0.0238095	0.0416667	0.0952381	0.0833333	0.107143	0.113095	0.142857	0.136905	0.238095
k	0	22	-3.37538	2.69179	-14.5966	-7.04518	-4.99751	-2.53473	-1.39902	-0.46433	0.0185185	0.0432099	0.345679	0.00617284	0.0123457	0.00617284	0.0185185	0.0617284	0.0864198	0.0617284	0.0740741	0.12963	0.197531	0.154321	0.191358
k	0	23	-3.10969	2.58058	-10.4572	-6.83807	-4.86114	-2.55274	-1.06654	-0.174767	0	0.0534759	0.438503	0	0	0.00534759	0.0481283	0.0320856	0.0481283	0.0962567	0.0855615	0.13369	0.112299	0.203209	0.235294
k	0	24	-3.33113	2.64414	-14.5363	-6.33477	-4.60523	-2.72916	-1.54044	-0.219241	0.00584795	0.0760234	0.327485	0.00584795	0	0.0175439	0.0526316	0.0175439	0.0175439	0.111111	0.116959	0.146199	0.187135	0.122807	0.204678
k	0	25	-3.6423	3.08294	-16.2531	-7.86371	-4.95918	-2.84185	-1.19569	-0.22932	0.0180723	0.0963855	0.349398	0.0060241	0.0120482	0.0180723	0.060241	0.0361446	0.0783133	0.0361446	0.144578	0.0903614	0.168675	0.126506	0.222892
k	0	26	-3.51804	3.03571	-16.0771	-7.48005	-5.03881	-2.67848	-1.46176	-0.447944	0.0165746	0.0828729	0.348066	0.0165746	0	0.0276243	0.038674	0.038674	0.0552486	0.0773481	0.0883978	0.116022	0.19337	0.149171	0.198895
k	0	27	-3.2346	2.64151	-12.2998	-6.89136	-4.79289	-2.7123	-1.12679	-0.260874	0.00529101	0.0582011	0.380952	0	0.00529101	0.015873	0.037037	0.042328	0.047619	0.0846561	0.10582	0.121693	0.15873	0.137566	0.243386
k	0	28	-3.61011	2.93512	-16.9302	-7.39618	-5.43729	-3.22506	-1.4176	-0.30049	0.00595238	0.0833333	0.35119	0.00595238	0	0.0238095	0.0535714	0.0416667	0.0714286	0.0833333	0.0892857	0.160714	0.119048	0.119048	0.232143
k	0	29	-3.24394	2.62129	-11.8066	-6.6711	-4.685	-2.95654	-1.09694	-0.162287	0	0.0516129	0.374194	0	0	0.0258065	0.0258065	0.0387097	0.0709677	0.0709677	0.0903226	0.174194	0.129032	0.129032	0.245161
k	0	30	-3.256	2.76928	-12.577	-7.51603	-4.70403	-2.56434	-1.19172	-0.146054	0.00578035	0.0867052	0.369942	0	0.00578035	0.0231214	0.0578035	0.0346821	0.0404624	0.0693642	0.0924855	0.104046	0.202312	0.132948	0.236994
k	0	31	-3.0154	2.62143	-11.7233	-7.00426	-4.19954	-2.29861	-0.845288	-0.167427	0	0.0485437	0.402913	0	0	0.0194175	0.0291262	0.0533981	0.0485437	0.0582524	0.0776699	0.101942	0.208738	0.131068	0.271845
k	0	32	-3.25785	2.66283	-13.0802	-7.21305	-4.78417	-2.74706	-1.23475	-0.232553	0.0060241	0.060241	0.39759	0	0.0060241	0.0180723	0.0361446	0.0481928	0.0421687	0.0722892	0.10241	0.138554	0.138554	0.180723	0.216867
k	0	33	-3.27162	2.72298	-11.387	-7.03951	-4.68805	-2.87428	-0.856434	-0.0356892	0	0.077381	0.375	0	0	0.0119048	0.0654762	0.0238095	0.0654762	0.0595238	0.119048	0.142857	0.136905	0.107143	0.267857
k	0	34	-3.10041	2.52683	-11.3959	-6.45708	-4.39006	-2.69842	-1.06815	-0.143165	0	0.0414201	0.349112	0	0	0.0236686	0.0177515	0.035503	0.0828402	0.0473373	0.0828402	0.16568	0.195266	0.106509	0.242604
k	0	35	-3.49478	2.59519	-12.8851	-6.70922	-5.10043	-3.07902	-1.44015	-0.195341	0.00591716	0.0650888	0.307692	0	0.00591716	0.0118343	0.0473373	0.0295858	0.0710059	0.0946746	0.12426	0.118343	0.189349	0.130178	0.177515
k	0	36	-3.81245	2.85986	-14.0185	-7.23143	-5.54779	-3.45226	-1.53621	-0.407107	0.00952381	0.0761905	0.309524	0.0047619	0.0047619	0.0285714	0.0380952	0.0380952	0.0952381	0.0952381	0.109524	0.157143	0.119048	0.109524	0.2
k	0	37	-3.47208	2.41499	-9.47058	-6.70496	-5.26602	-3.40063	-1.38649	-0.430421	0	0.0429448	0.337423	0	0	0	0.0429448	0.0490798	0.0736196	0.110429	0.116564	0.165644	0.104294	0.147239	0.190184
k	0	38	-3.5901	2.44508	-10.6426	-7.13279	-5.10103	-3.3089	-1.73409	-0.567399	0	0.0549451	0.296703	0	0	0.00549451	0.0494505	0.0549451	0.0604396	0.0879121	0.137363	0.148352	0.159341	0.159341	0.137363
k	0	39	-3.75354	2.75637	-13.0455	-7.53406	-5.65238	-3.1842	-1.57738	-0.623204	0.00558659	0.0893855	0.301676	0	0.00558659	0.0223464	0.0614525	0.0335196	0.0670391	0.111732	0.122905	0.0893855	0.184358	0.111732	0.189944
k	0	40	-3.27725	2.81928	-13.7154	-7.63575	-4.78982	-2.28731	-1.11133	-0.374119	0.0114943	0.0689655	0.408046	0	0.0114943	0.00574713	0.0517241	0.045977	0.045977	0.0689655	0.0977011	0.109195	0.155172	0.172414	0.235632
k	0	41	-3.2511	2.56005	-12.2577	-6.7132	-4.92903	-2.60992	-1.41916	-0.204249	0.00568182	0.0511364	0.363636	0	0.00568182	0.0113636	0.0340909	0.0340909	0.0738636	0.0852273	0.107955	0.0852273	0.198864	0.119318	0.244318
k	0	42	-3.46975	2.70114	-14.5698	-7.21932	-4.98582	-3.07472	-1.47615	-0.388143	0.0120482	0.0722892	0.313253	0.0060241	0.0060241	0.0120482	0.0481928	0.0361446	0.0542169	0.0843373	0.0843373	0.192771	0.162651	0.126506	0.186747
k	0	43	-3.85758	2.68571	-13.5926	-7.79973	-5.22476	-3.43028	-1.95487	-0.790915	0.0108696	0.0815217	0.26087	0	0.0108696	0.0108696	0.0597826	0.0706522	0.0597826	0.0597826	0.11413	0.201087	0.152174	0.130435	0.130435
k	0	44	-3.11734	2.65678	-11.9215	-7.09635	-4.37429	-2.71406	-0.879644	-0.128597	0	0.068323	0.397516	0	0	0.0124224	0.0559006	0.0434783	0.0434783	0.0434783	0.10559	0.149068	0.149068	0.111801	0.285714
k	0	45	-3.46359	2.79997	-13.1888	-7.38643	-5.27632	-2.69114	-1.3606	-0.484368	0.0117647	0.0764706	0.358824	0	0.0117647	0.0176471	0.0470588	0.0411765	0.0588235	0.1	0.0705882	0.105882	0.188235	0.141176	0.217647
k	0	46	-3.51405	2.67514	-13.4976	-7.34054	-5.588	-2.95674	-1.36377	-0.567151	0.00584795	0.0701754	0.333333	0	0.00584795	0.0116959	0.0526316	0.0526316	0.0643275	0.0994152	0.0584795	0.146199	0.175439	0.134503	0.19883
k	0	47	-3.38154	2.50161	-12.0121	-6.89403	-4.48207	-3.00044	-1.41882	-0.661049	0.00653595	0.0588235	0.352941	0	0.00653595	0.0196078	0.0326797	0.0392157	0.0261438	0.0653595	0.143791	0.169935	0.143791	0.163399	0.189542
k	0	48	-3.48006	2.75787	-13.6185	-6.73347	-4.89869	-3.18682	-1.29586	-0.314017	0.00990099	0.0742574	0.346535	0	0.00990099	0.0247525	0.039604	0.00990099	0.0693069	0.0940594	0.118812	0.173267	0.113861	0.118812	0.227723
k	0	49	-3.19857	2.71823	-12.7405	-6.68133	-4.68051	-2.76472	-0.965546	-0.167591	0.00588235	0.0647059	0.405882	0	0.00588235	0.0235294	0.0352941	0.0352941	0.0529412	0.0823529	0.1	0.129412	0.129412	0.141176	0.264706
k	0	50	-2.89334	2.33565	-10.8829	-6.16225	-4.10204	-2.47504	-0.993143	-0.186642	0	0.0361446	0.391566	0	0	0.0120482	0.0240964	0.0240964	0.0542169	0.0722892	0.0903614	0.144578	0.186747	0.13253	0.259036
k	0	51	-3.78311	3.04569	-15.3596	-8.11522	-5.53646	-2.86467	-1.5369	-0.429652	0.0259067	0.103627	0.321244	0.0103627	0.015544	0.015544	0.0621762	0.0362694	0.0725389	0.0880829	0.0829016	0.108808	0.186528	0.145078	0.176166
k	0	52	-3.19645	2.54553	-14.5984	-6.66615	-4.28545	-2.92911	-1.26272	-0.509253	0.00584795	0.0526316	0.374269	0.00584795	0	0.0233918	0.0233918	0.0292398	0.0467836	0.0701754	0.0877193	0.181287	0.157895	0.146199	0.22807
k	0	53	-3.58609	3.0997	-16.3715	-7.80689	-5.36452	-2.8057	-1.25227	-0.117336	0.0186047	0.0930233	0.325581	0.00930233	0.00930233	0.0232558	0.0511628	0.0418605	0.0418605	0.0930233	0.106977	0.111628	0.186047	0.102326	0.223256
k	0	54	-3.58449	2.70251	-14.0602	-6.92555	-4.97936	-3.29969	-1.55784	-0.317072	0.0178571	0.0595238	0.309524	0.00595238	0.0119048	0.00595238	0.0357143	0.0416667	0.0892857	0.0595238	0.154762	0.125	0.160714	0.14881	0.160714
k	0	55	-3.62604	2.82366	-13.9092	-6.95626	-5.20928	-3.29425	-1.37298	-0.209817	0.0181818	0.0666667	0.309091	0	0.0181818	0	0.0484848	0.030303	0.10303	0.0666667	0.145455	0.145455	0.133333	0.0969697	0.212121
k	0	56	-3.32954	2.70104	-12.0615	-7.16679	-4.60999	-2.82647	-1.42565	-0.418009	0.00584795	0.0760234	0.345029	0	0.00584795	0.0175439	0.0526316	0.0292398	0.0584795	0.0643275	0.0760234	0.169591	0.181287	0.111111	0.233918
k	0	57	-3.00476	2.19418	-9.38725	-6.2249	-4.26329	-2.7858	-1.2274	-0.3373	0	0.0306748	0.361963	0	0	0	0.0306748	0.0184049	0.0736196	0.0858896	0.0920245	0.134969	0.202454	0.134969	0.226994
k	0	58	-3.36868	2.64128	-12.1583	-6.44386	-4.9756	-3.00161	-1.13306	-0.221865	0.00543478	0.0543478	0.353261	0	0.00543478	0.0217391	0.0271739	0.0271739	0.076087	0.0815217	0.141304	0.119565	0.146739	0.130435	0.222826
k	0	59	-3.15216	2.54201	-13.167	-6.66184	-4.63454	-2.79462	-0.921664	-0.322816	0.00505051	0.0555556	0.393939	0	0.00505051	0.00505051	0.0454545	0.040404	0.0353535	0.0808081	0.111111	0.156566	0.126263	0.131313	0.262626
k	0	60	-2.9372	2.55038	-11.2031	-6.69829	-4.53116	-2.32119	-0.767105	-0.145675	0	0.0451977	0.429379	0	0	0.0225989	0.0225989	0.0451977	0.0508475	0.0508475	0.0960452	0.129944	0.152542	0.141243	0.288136
k	0	61	-3.26142	2.69327	-16.2697	-6.18152	-4.68383	-2.91848	-1.08483	-0.379324	0.0126582	0.0506329	0.379747	0.0126582	0	0.00632911	0.0316456	0.0316456	0.0379747	0.0886076	0.120253	0.151899	0.139241	0.151899	0.227848
k	0	62	-3.32282	2.81691	-15.0262	-7.52834	-4.72646	-2.87187	-1.15011	-0.378813	0.0175439	0.0643275	0.385965	0.00584795	0.0116959	0	0.0467836	0.0760234	0.0292398	0.0467836	0.0701754	0.169591	0.157895	0.157895	0.22807
k	0	63	-3.37619	2.6463	-12.8032	-6.91561	-4.77932	-3.11556	-1.16534	-0.295688	0.00613497	0.0674847	0.349693	0	0.00613497	0.0122699	0.0490798	0.0245399	0.0736196	0.0613497	0.128834	0.159509	0.134969	0.110429	0.239264
k	0	64	-3.24721	2.46963	-12.8667	-6.69911	-4.67359	-2.69825	-1.52476	-0.412606	0.00515464	0.056701	0.309278	0	0.00515464	0.00515464	0.0463918	0.0309278	0.0515464	0.0721649	0.113402	0.123711	0.242268	0.0979381	0.21134
k	0	65	-3.47038	2.77408	-12.4333	-7.47571	-5.28021	-2.70057	-1.44015	-0.23451	0.00591716	0.0828402	0.319527	0	0.00591716	0.0236686	0.0532544	0.0532544	0.0710059	0.0769231	0.0532544	0.118343	0.224852	0.106509	0.213018
k	0	66	-3.34993	2.60379	-11.3731	-6.7032	-5.04051	-2.96845	-1.19714	-0.238061	0	0.0572917	0.354167	0	0	0.0260417	0.03125	0.0260417	0.0729167	0.104167	0.109375	0.130208	0.145833	0.135417	0.21875
k	0	67	-2.98375	2.41996	-11.2049	-6.23481	-4.47909	-2.58691	-0.959622	-0.191507	0	0.0340909	0.409091	0	0	0.0113636	0.0227273	0.0284091	0.0625	0.0852273	0.0852273	0.125	0.170455	0.153409	0.255682
k	0	68	-3.47448	2.66281	-14.4382	-7.43863	-5.04051	-3.33151	-1.40878	-0.168179	0.00578035	0.0578035	0.358382	0.00578035	0	0.0115607	0.0404624	0.0578035	0.0346821	0.115607	0.121387	0.150289	0.104046	0.132948	0.225434
k	0	69	-3.31349	2.70678	-13.886	-6.84741	-4.76158	-3.07824	-0.943509	-0.219406	0.0120482	0.060241	0.361446	0	0.0120482	0.0120482	0.0361446	0.0361446	0.060241	0.0662651	0.120482	0.186747	0.108434	0.0963855	0.26506
k	0	70	-3.4989	2.69695	-11.8443	-6.954	-5.17115	-2.98675	-1.38085	-0.317859	0	0.0748663	0.326203	0	0	0.0213904	0.0534759	0.0213904	0.0534759	0.122995	0.0802139	0.139037	0.181818	0.117647	0.208556
k	0	71	-3.48417	2.71932	-13.5307	-7.06586	-5.31027	-3.08424	-1.2432	-0.388918	0.00613497	0.0797546	0.349693	0	0.00613497	0.0122699	0.0613497	0.0368098	0.0674847	0.0920245	0.0981595	0.153374	0.122699	0.134969	0.214724
k	0	72	-3.18852	2.796	-14.2129	-6.68501	-4.64096	-2.32337	-1.20365	-0.244272	0.010989	0.0769231	0.43956	0.00549451	0.00549451	0.021978	0.043956	0.0164835	0.032967	0.0824176	0.0989011	0.131868	0.120879	0.214286	0.225275
k	0	73	-3.29445	2.69211	-13.6586	-6.90954	-5.04551	-2.45019	-1.05044	-0.337936	0.00469484	0.0516432	0.375587	0	0.00469484	0.0234742	0.0234742	0.0469484	0.0798122	0.084507	0.056338	0.140845	0.164319	0.126761	0.248826
k	0	74	-3.51224	2.79344	-15.2272	-7.17909	-5.10902	-2.99941	-1.32372	-0.387151	0.0148515	0.0445545	0.346535	0.00990099	0.0049505	0.019802	0.00990099	0.0643564	0.0792079	0.0693069	0.123762	0.118812	0.153465	0.143564	0.20297
k	0	75	-3.85481	2.79506	-13.6694	-8.13799	-5.32376	-3.48808	-1.57329	-0.51529	0.0126582	0.107595	0.310127	0	0.0126582	0.0189873	0.0759494	0.0253165	0.0759494	0.107595	0.120253	0.120253	0.132911	0.158228	0.151899
k	0	76	-3.32547	2.68818	-13.3003	-6.37569	-4.73922	-2.84295	-1.26141	-0.322169	0.0125786	0.0628931	0.383648	0	0.0125786	0.0188679	0.0314465	0.0188679	0.0503145	0.0943396	0.132075	0.119497	0.138365	0.169811	0.213836
k	0	77	-3.45196	2.9462	-13.9052	-8.02325	-5.32198	-2.78921	-1.0359	-0.13236	0.00552486	0.104972	0.370166	0	0.00552486	0.0220994	0.0773481	0.0331492	0.0497238	0.0939227	0.0939227	0.0883978	0.165746	0.121547	0.248619
k	0	78	-3.39394	2.80561	-15.6396	-6.76115	-4.81932	-2.78729	-1.25361	-0.327556	0.0167598	0.0502793	0.351955	0.0167598	0	0.0111732	0.0223464	0.0502793	0.0558659	0.0837989	0.100559	0.145251	0.162011	0.145251	0.206704
k	0	79	-3.55201	2.44272	-9.99017	-7.08282	-5.36094	-3.10787	-1.72947	-0.379584	0	0.0429448	0.294479	0	0	0	0.0429448	0.0674847	0.0674847	0.104294	0.0981595	0.141104	0.184049	0.134969	0.159509
k	0	80	-3.74343	3.01605	-14.7281	-7.94657	-5.85587	-2.902	-1.38362	-0.260038	0.0120482	0.10241	0.313253	0.0060241	0.0060241	0.0180723	0.0722892	0.0542169	0.0783133	0.0662651	0.0963855	0.0903614	0.198795	0.0963855	0.216867
k	0	81	-3.27388	2.65282	-12.4819	-6.5935	-4.65497	-2.72752	-1.15242	-0.184438	0.0117647	0.0647059	0.317647	0	0.0117647	0.0117647	0.0411765	0.0352941	0.0411765	0.0764706	0.117647	0.141176	0.205882	0.0764706	0.241176
k	0	82	-3.60924	2.54395	-13.5246	-7.39173	-5.18774	-3.26188	-1.70661	-0.437146	0.00280112	0.0644258	0.296919	0	0.00280112	0.00840336	0.0532213	0.0588235	0.0448179	0.0980392	0.114846	0.159664	0.162465	0.120448	0.176471
k	0	83	-3.66904	2.79176	-15.086	-7.44927	-5.52164	-3.2263	-1.49729	-0.304532	0.00911854	0.0699088	0.31003	0.00607903	0.00303951	0.00911854	0.0516717	0.0486322	0.0790274	0.106383	0.0851064	0.145897	0.155015	0.112462	0.197568
k	0	84	-3.40625	2.709	-18.3099	-7.17865	-4.68647	-3.13523	-1.38819	-0.183549	0.00609756	0.0609756	0.338415	0.00304878	0.00304878	0.00914634	0.0457317	0.0487805	0.0365854	0.0853659	0.140244	0.14939	0.140244	0.118902	0.219512
k	0	85	-3.49468	2.80719	-14.2393	-7.08551	-5.03273	-3.23967	-1.10151	-0.190323	0.0121951	0.0609756	0.341463	0.00304878	0.00914634	0.0182927	0.0304878	0.0457317	0.0731707	0.0762195	0.112805	0.14939	0.140244	0.10061	0.240854
k	0	86	-3.33865	2.86955	-15.5434	-7.44119	-5.05796	-2.85178	-0.92081	-0.117368	0.0117994	0.0678466	0.383481	0.00294985	0.00884956	0.0117994	0.0442478	0.0412979	0.0589971	0.0914454	0.079646	0.150442	0.126844	0.120944	0.262537
k	0	87	-3.63079	2.8797	-13.7515	-7.55912	-5.01081	-3.11406	-1.39269	-0.274246	0.0118694	0.0860534	0.31454	0	0.0118694	0.0237389	0.0504451	0.0474777	0.0474777	0.0712166	0.127596	0.139466	0.166172	0.106825	0.207715
k	0	88	-3.54	2.65378	-16.6283	-6.54826	-5.05433	-3.16152	-1.62641	-0.439073	0.0122699	0.0460123	0.291411	0.00613497	0.00613497	0.0184049	0.0153374	0.0398773	0.0736196	0.095092	0.101227	0.162577	0.190184	0.119632	0.171779
k	0	89	-3.22435	2.66385	-14.9569	-6.90369	-4.50755	-2.62476	-1.33291	-0.2694	0.00967742	0.0612903	0.374194	0.00322581	0.00645161	0.0129032	0.0387097	0.0354839	0.0451613	0.0677419	0.0870968	0.158065	0.170968	0.164516	0.209677
k	0	90	-3.37537	2.91572	-13.3929	-7.57209	-5.02236	-2.5655	-1.10901	-0.205564	0.0190476	0.0761905	0.387302	0	0.0190476	0.0126984	0.0444444	0.047619	0.0507937	0.0793651	0.0920635	0.0984127	0.168254	0.155556	0.231746
k	0	91	-3.51168	2.67772	-11.9155	-7.1801	-5.56405	-3.23338	-1.286	-0.187855	0	0.0610465	0.343023	0	0	0.0174419	0.0436047	0.0523256	0.0872093	0.0930233	0.0668605	0.15407	0.142442	0.127907	0.215116
k	0	92	-3.37921	2.67556	-14.1416	-7.13913	-5.2344	-2.635	-1.31209	-0.159103	0.00588235	0.0647059	0.361765	0.00294118	0.00294118	0.00588235	0.0529412	0.0411765	0.0705882	0.0970588	0.0970588	0.0911765	0.176471	0.155882	0.205882
k	0	93	-3.29347	2.7385	-14.5966	-7.07331	-4.93289	-2.53901	-1.18304	-0.228378	0.0121951	0.054878	0.371951	0.00304878	0.00914634	0.0121951	0.0304878	0.0518293	0.0640244	0.0731707	0.0884146	0.125	0.170732	0.143293	0.228659
k	0	94	-3.60435	2.79735	-14.5363	-7.66846	-5.04185	-3.18596	-1.69633	-0.302618	0.00617284	0.0895062	0.29321	0.00308642	0.00308642	0.0246914	0.058642	0.0277778	0.0462963	0.0895062	0.132716	0.135802	0.185185	0.0925926	0.200617
k	0	95	-3.4263	2.88358	-16.0771	-7.62944	-4.75563	-2.65545	-1.37704	-0.280737	0.00906344	0.0876133	0.371601	0.0060423	0.00302115	0.021148	0.0574018	0.0332326	0.060423	0.0574018	0.0966767	0.126888	0.166163	0.160121	0.21148
k	0	96	-3.35297	2.63597	-13.7793	-6.74383	-4.76272	-2.93768	-1.30406	-0.31881	0.00597015	0.0597015	0.334328	0	0.00597015	0.0208955	0.0328358	0.038806	0.038806	0.0835821	0.122388	0.149254	0.173134	0.113433	0.220896
k	0	97	-3.12396	2.58426	-12.577	-7.09164	-4.51731	-2.73958	-0.771352	-0.0930896	0.003003	0.0630631	0.366366	0	0.003003	0.00600601	0.0540541	0.039039	0.0540541	0.0630631	0.0900901	0.144144	0.18018	0.0930931	0.273273
k	0	98	-3.4254	2.96184	-13.0802	-8.01178	-4.9144	-2.93779	-1.02214	-0.0809669	0.00869565	0.101449	0.385507	0	0.00869565	0.0289855	0.0637681	0.0376812	0.0405797	0.0666667	0.0927536	0.147826	0.127536	0.13913	0.246377
k	0	99	-3.32	2.67011	-16.9302	-6.82251	-4.71912	-2.94754	-1.14748	-0.233813	0.00797872	0.0505319	0.337766	0.00531915	0.00265957	0.0132979	0.0292553	0.037234	0.0638298	0.0824468	0.0904255	0.170213	0.167553	0.119681	0.218085
k	0	100	-3.59213	2.75736	-12.286	-7.34919	-5.28429	-3.10997	-1.30232	-0.447687	0.00588235	0.0794118	0.326471	0	0.00588235	0.0264706	0.0470588	0.0352941	0.0617647	0.1	0.105882	0.141176	0.15	0.117647	0.208824
k	0	101	-3.42416	2.50721	-10.8951	-6.93272	-5.03953	-3.33544	-1.34661	-0.394636	0	0.0517241	0.344828	0	0	0.0143678	0.0373563	0.0431034	0.0747126	0.0862069	0.117816	0.152299	0.12931	0.140805	0.204023
k	0	102	-3.41338	2.78461	-13.7154	-7.59733	-4.92091	-2.88624	-1.11518	-0.373377	0.00854701	0.0740741	0.378917	0	0.00854701	0.014245	0.0512821	0.039886	0.0598291	0.0712251	0.116809	0.119658	0.139601	0.145299	0.233618
k	0	103	-3.29885	2.49335	-14.5698	-6.48562	-4.85177	-2.92397	-1.42318	-0.273353	0.00609756	0.0518293	0.314024	0.00304878	0.00304878	0.00914634	0.0365854	0.0304878	0.0609756	0.0853659	0.106707	0.155488	0.195122	0.112805	0.20122
k	0	104	-3.28788	2.68942	-14.4447	-7.14631	-4.67964	-2.76173	-1.15015	-0.132474	0.00291545	0.0641399	0.35277	0.00291545	0	0.0116618	0.0495627	0.0466472	0.0466472	0.0699708	0.0932945	0.145773	0.180758	0.116618	0.236152
